Year,Age Group Code,Age Group Description,Gender Code,Gender Description,Race Ethnicity Code,Race/Ethnicity Description,County Code,County Name,Population
2005,4,20-24,0,Total,0,Total,4,Kings,168247
2005,4,20-24,0,Total,1,White Non Hispanic,4,Kings,49005
2005,4,20-24,0,Total,2,Black Non Hispanic,4,Kings,65330
2005,4,20-24,0,Total,3,Other Non Hispanic,4,Kings,14362
2005,4,20-24,0,Total,5,Hispanic,4,Kings,39550
2005,4,20-24,1,Male,0,Total,4,Kings,83975
2005,4,20-24,1,Male,1,White Non Hispanic,4,Kings,24690
2005,4,20-24,1,Male,2,Black Non Hispanic,4,Kings,30663
2005,4,20-24,1,Male,3,Other Non Hispanic,4,Kings,7527
2005,4,20-24,1,Male,5,Hispanic,4,Kings,21095
2005,4,20-24,2,Female,0,Total,4,Kings,84272
2005,4,20-24,2,Female,1,White Non Hispanic,4,Kings,24315
2005,4,20-24,2,Female,2,Black Non Hispanic,4,Kings,34667
2005,4,20-24,2,Female,3,Other Non Hispanic,4,Kings,6835
2005,4,20-24,2,Female,5,Hispanic,4,Kings,18455
2005,5,25-34,0,Total,0,Total,4,Kings,367922
2005,5,25-34,0,Total,1,White Non Hispanic,4,Kings,124787
2005,5,25-34,0,Total,2,Black Non Hispanic,4,Kings,119126
2005,5,25-34,0,Total,3,Other Non Hispanic,4,Kings,38954
2005,5,25-34,0,Total,5,Hispanic,4,Kings,85055
2005,5,25-34,1,Male,0,Total,4,Kings,177151
2005,5,25-34,1,Male,1,White Non Hispanic,4,Kings,62041
2005,5,25-34,1,Male,2,Black Non Hispanic,4,Kings,52271
2005,5,25-34,1,Male,3,Other Non Hispanic,4,Kings,19398
2005,5,25-34,1,Male,5,Hispanic,4,Kings,43441
2005,5,25-34,2,Female,0,Total,4,Kings,190771
2005,5,25-34,2,Female,1,White Non Hispanic,4,Kings,62746
2005,5,25-34,2,Female,2,Black Non Hispanic,4,Kings,66855
2005,5,25-34,2,Female,3,Other Non Hispanic,4,Kings,19556
2005,5,25-34,2,Female,5,Hispanic,4,Kings,41614
2005,6,35-44,0,Total,0,Total,4,Kings,363273
2005,6,35-44,0,Total,1,White Non Hispanic,4,Kings,121021
2005,6,35-44,0,Total,2,Black Non Hispanic,4,Kings,127821
2005,6,35-44,0,Total,3,Other Non Hispanic,4,Kings,40769
2005,6,35-44,0,Total,5,Hispanic,4,Kings,73662
2005,6,35-44,1,Male,0,Total,4,Kings,170901
2005,6,35-44,1,Male,1,White Non Hispanic,4,Kings,62168
2005,6,35-44,1,Male,2,Black Non Hispanic,4,Kings,52776
2005,6,35-44,1,Male,3,Other Non Hispanic,4,Kings,20430
2005,6,35-44,1,Male,5,Hispanic,4,Kings,35527
2005,6,35-44,2,Female,0,Total,4,Kings,192372
2005,6,35-44,2,Female,1,White Non Hispanic,4,Kings,58853
2005,6,35-44,2,Female,2,Black Non Hispanic,4,Kings,75045
2005,6,35-44,2,Female,3,Other Non Hispanic,4,Kings,20339
2005,6,35-44,2,Female,5,Hispanic,4,Kings,38135
2005,7,45-54,0,Total,0,Total,4,Kings,330245
2005,7,45-54,0,Total,1,White Non Hispanic,4,Kings,120579
2005,7,45-54,0,Total,2,Black Non Hispanic,4,Kings,117380
2005,7,45-54,0,Total,3,Other Non Hispanic,4,Kings,35704
2005,7,45-54,0,Total,5,Hispanic,4,Kings,56582
2005,7,45-54,1,Male,0,Total,4,Kings,152761
2005,7,45-54,1,Male,1,White Non Hispanic,4,Kings,59225
2005,7,45-54,1,Male,2,Black Non Hispanic,4,Kings,48683
2005,7,45-54,1,Male,3,Other Non Hispanic,4,Kings,18878
2005,7,45-54,1,Male,5,Hispanic,4,Kings,25975
2005,7,45-54,2,Female,0,Total,4,Kings,177484
2005,7,45-54,2,Female,1,White Non Hispanic,4,Kings,61354
2005,7,45-54,2,Female,2,Black Non Hispanic,4,Kings,68697
2005,7,45-54,2,Female,3,Other Non Hispanic,4,Kings,16826
2005,7,45-54,2,Female,5,Hispanic,4,Kings,30607
2005,8,55-64,0,Total,0,Total,4,Kings,241094
2005,8,55-64,0,Total,1,White Non Hispanic,4,Kings,96950
2005,8,55-64,0,Total,2,Black Non Hispanic,4,Kings,83428
2005,8,55-64,0,Total,3,Other Non Hispanic,4,Kings,20604
2005,8,55-64,0,Total,5,Hispanic,4,Kings,40112
2005,8,55-64,1,Male,0,Total,4,Kings,106052
2005,8,55-64,1,Male,1,White Non Hispanic,4,Kings,45340
2005,8,55-64,1,Male,2,Black Non Hispanic,4,Kings,32958
2005,8,55-64,1,Male,3,Other Non Hispanic,4,Kings,10298
2005,8,55-64,1,Male,5,Hispanic,4,Kings,17456
2005,8,55-64,2,Female,0,Total,4,Kings,135042
2005,8,55-64,2,Female,1,White Non Hispanic,4,Kings,51610
2005,8,55-64,2,Female,2,Black Non Hispanic,4,Kings,50470
2005,8,55-64,2,Female,3,Other Non Hispanic,4,Kings,10306
2005,8,55-64,2,Female,5,Hispanic,4,Kings,22656
2005,9,65-74,0,Total,0,Total,4,Kings,148806
2005,9,65-74,0,Total,1,White Non Hispanic,4,Kings,67305
2005,9,65-74,0,Total,2,Black Non Hispanic,4,Kings,48180
2005,9,65-74,0,Total,3,Other Non Hispanic,4,Kings,12107
2005,9,65-74,0,Total,5,Hispanic,4,Kings,21214
2005,9,65-74,1,Male,0,Total,4,Kings,61490
2005,9,65-74,1,Male,1,White Non Hispanic,4,Kings,29146
2005,9,65-74,1,Male,2,Black Non Hispanic,4,Kings,17914
2005,9,65-74,1,Male,3,Other Non Hispanic,4,Kings,5792
2005,9,65-74,1,Male,5,Hispanic,4,Kings,8638
2005,9,65-74,2,Female,0,Total,4,Kings,87316
2005,9,65-74,2,Female,1,White Non Hispanic,4,Kings,38159
2005,9,65-74,2,Female,2,Black Non Hispanic,4,Kings,30266
2005,9,65-74,2,Female,3,Other Non Hispanic,4,Kings,6315
2005,9,65-74,2,Female,5,Hispanic,4,Kings,12576
2005,10,75-84,0,Total,0,Total,4,Kings,105670
2005,10,75-84,0,Total,1,White Non Hispanic,4,Kings,62550
2005,10,75-84,0,Total,2,Black Non Hispanic,4,Kings,26497
2005,10,75-84,0,Total,3,Other Non Hispanic,4,Kings,5958
2005,10,75-84,0,Total,5,Hispanic,4,Kings,10665
2005,10,75-84,1,Male,0,Total,4,Kings,39318
2005,10,75-84,1,Male,1,White Non Hispanic,4,Kings,24172
2005,10,75-84,1,Male,2,Black Non Hispanic,4,Kings,8589
2005,10,75-84,1,Male,3,Other Non Hispanic,4,Kings,2681
2005,10,75-84,1,Male,5,Hispanic,4,Kings,3876
2005,10,75-84,2,Female,0,Total,4,Kings,66352
2005,10,75-84,2,Female,1,White Non Hispanic,4,Kings,38378
2005,10,75-84,2,Female,2,Black Non Hispanic,4,Kings,17908
2005,10,75-84,2,Female,3,Other Non Hispanic,4,Kings,3277
2005,10,75-84,2,Female,5,Hispanic,4,Kings,6789
2005,11,85+,0,Total,0,Total,4,Kings,45558
2005,11,85+,0,Total,1,White Non Hispanic,4,Kings,30928
2005,11,85+,0,Total,2,Black Non Hispanic,4,Kings,9925
2005,11,85+,0,Total,3,Other Non Hispanic,4,Kings,1676
2005,11,85+,0,Total,5,Hispanic,4,Kings,3029
2005,11,85+,1,Male,0,Total,4,Kings,13926
2005,11,85+,1,Male,1,White Non Hispanic,4,Kings,9782
2005,11,85+,1,Male,2,Black Non Hispanic,4,Kings,2599
2005,11,85+,1,Male,3,Other Non Hispanic,4,Kings,612
2005,11,85+,1,Male,5,Hispanic,4,Kings,933
2005,11,85+,2,Female,0,Total,4,Kings,31632
2005,11,85+,2,Female,1,White Non Hispanic,4,Kings,21146
2005,11,85+,2,Female,2,Black Non Hispanic,4,Kings,7326
2005,11,85+,2,Female,3,Other Non Hispanic,4,Kings,1064
2005,11,85+,2,Female,5,Hispanic,4,Kings,2096
2006,0,Total,0,Total,0,Total,4,Kings,2508820
2006,0,Total,0,Total,1,White Non Hispanic,4,Kings,911934
2006,0,Total,0,Total,2,Black Non Hispanic,4,Kings,862751
2006,0,Total,0,Total,3,Other Non Hispanic,4,Kings,237831
2006,0,Total,0,Total,5,Hispanic,4,Kings,496304
2006,0,Total,1,Male,0,Total,4,Kings,1183484
2006,0,Total,1,Male,1,White Non Hispanic,4,Kings,441506
2006,0,Total,1,Male,2,Black Non Hispanic,4,Kings,379780
2006,0,Total,1,Male,3,Other Non Hispanic,4,Kings,120650
2006,0,Total,1,Male,5,Hispanic,4,Kings,241548
2006,0,Total,2,Female,0,Total,4,Kings,1325336
2006,0,Total,2,Female,1,White Non Hispanic,4,Kings,470428
2006,0,Total,2,Female,2,Black Non Hispanic,4,Kings,482971
2006,0,Total,2,Female,3,Other Non Hispanic,4,Kings,117181
2006,0,Total,2,Female,5,Hispanic,4,Kings,254756
2006,1,<1,0,Total,0,Total,4,Kings,39686
2006,1,<1,0,Total,1,White Non Hispanic,4,Kings,13993
2006,1,<1,0,Total,2,Black Non Hispanic,4,Kings,13197
2006,1,<1,0,Total,3,Other Non Hispanic,4,Kings,3856
2006,1,<1,0,Total,5,Hispanic,4,Kings,8640
2006,1,<1,1,Male,0,Total,4,Kings,20294
2006,1,<1,1,Male,1,White Non Hispanic,4,Kings,7128
2006,1,<1,1,Male,2,Black Non Hispanic,4,Kings,6746
2006,1,<1,1,Male,3,Other Non Hispanic,4,Kings,2002
2006,1,<1,1,Male,5,Hispanic,4,Kings,4418
2006,1,<1,2,Female,0,Total,4,Kings,19392
2006,1,<1,2,Female,1,White Non Hispanic,4,Kings,6865
2006,1,<1,2,Female,2,Black Non Hispanic,4,Kings,6451
2006,1,<1,2,Female,3,Other Non Hispanic,4,Kings,1854
2006,1,<1,2,Female,5,Hispanic,4,Kings,4222
2006,2,01-09,0,Total,0,Total,4,Kings,326889
2006,2,01-09,0,Total,1,White Non Hispanic,4,Kings,110508
2006,2,01-09,0,Total,2,Black Non Hispanic,4,Kings,113261
2006,2,01-09,0,Total,3,Other Non Hispanic,4,Kings,29354
2006,2,01-09,0,Total,5,Hispanic,4,Kings,73766
2006,2,01-09,1,Male,0,Total,4,Kings,167195
2006,2,01-09,1,Male,1,White Non Hispanic,4,Kings,57067
2006,2,01-09,1,Male,2,Black Non Hispanic,4,Kings,57477
2006,2,01-09,1,Male,3,Other Non Hispanic,4,Kings,15301
2006,2,01-09,1,Male,5,Hispanic,4,Kings,37350
2006,2,01-09,2,Female,0,Total,4,Kings,159694
2006,2,01-09,2,Female,1,White Non Hispanic,4,Kings,53441
2006,2,01-09,2,Female,2,Black Non Hispanic,4,Kings,55784
2006,2,01-09,2,Female,3,Other Non Hispanic,4,Kings,14053
2006,2,01-09,2,Female,5,Hispanic,4,Kings,36416
2006,3,10-19,0,Total,0,Total,4,Kings,359448
2006,3,10-19,0,Total,1,White Non Hispanic,4,Kings,107908
2006,3,10-19,0,Total,2,Black Non Hispanic,4,Kings,139671
2006,3,10-19,0,Total,3,Other Non Hispanic,4,Kings,30507
2006,3,10-19,0,Total,5,Hispanic,4,Kings,81362
2006,3,10-19,1,Male,0,Total,4,Kings,182901
2006,3,10-19,1,Male,1,White Non Hispanic,4,Kings,56624
2006,3,10-19,1,Male,2,Black Non Hispanic,4,Kings,69113
2006,3,10-19,1,Male,3,Other Non Hispanic,4,Kings,15779
2006,3,10-19,1,Male,5,Hispanic,4,Kings,41385
2006,3,10-19,2,Female,0,Total,4,Kings,176547
2006,3,10-19,2,Female,1,White Non Hispanic,4,Kings,51284
2006,3,10-19,2,Female,2,Black Non Hispanic,4,Kings,70558
2006,3,10-19,2,Female,3,Other Non Hispanic,4,Kings,14728
2006,3,10-19,2,Female,5,Hispanic,4,Kings,39977
2006,4,20-24,0,Total,0,Total,4,Kings,180350
2006,4,20-24,0,Total,1,White Non Hispanic,4,Kings,55782
2006,4,20-24,0,Total,2,Black Non Hispanic,4,Kings,69373
2006,4,20-24,0,Total,3,Other Non Hispanic,4,Kings,14382
2006,4,20-24,0,Total,5,Hispanic,4,Kings,40813
2006,4,20-24,1,Male,0,Total,4,Kings,88903
2006,4,20-24,1,Male,1,White Non Hispanic,4,Kings,28682
2006,4,20-24,1,Male,2,Black Non Hispanic,4,Kings,31807
2006,4,20-24,1,Male,3,Other Non Hispanic,4,Kings,7258
2006,4,20-24,1,Male,5,Hispanic,4,Kings,21156
2006,4,20-24,2,Female,0,Total,4,Kings,91447
2006,4,20-24,2,Female,1,White Non Hispanic,4,Kings,27100
2006,4,20-24,2,Female,2,Black Non Hispanic,4,Kings,37566
2006,4,20-24,2,Female,3,Other Non Hispanic,4,Kings,7124
2006,4,20-24,2,Female,5,Hispanic,4,Kings,19657
2006,5,25-34,0,Total,0,Total,4,Kings,356596
2006,5,25-34,0,Total,1,White Non Hispanic,4,Kings,118905
2006,5,25-34,0,Total,2,Black Non Hispanic,4,Kings,116339
2006,5,25-34,0,Total,3,Other Non Hispanic,4,Kings,38910
2006,5,25-34,0,Total,5,Hispanic,4,Kings,82442
2006,5,25-34,1,Male,0,Total,4,Kings,171968
2006,5,25-34,1,Male,1,White Non Hispanic,4,Kings,58094
2006,5,25-34,1,Male,2,Black Non Hispanic,4,Kings,51878
2006,5,25-34,1,Male,3,Other Non Hispanic,4,Kings,19543
2006,5,25-34,1,Male,5,Hispanic,4,Kings,42453
2006,5,25-34,2,Female,0,Total,4,Kings,184628
2006,5,25-34,2,Female,1,White Non Hispanic,4,Kings,60811
2006,5,25-34,2,Female,2,Black Non Hispanic,4,Kings,64461
2006,5,25-34,2,Female,3,Other Non Hispanic,4,Kings,19367
2006,5,25-34,2,Female,5,Hispanic,4,Kings,39989
2006,6,35-44,0,Total,0,Total,4,Kings,361326
2006,6,35-44,0,Total,1,White Non Hispanic,4,Kings,122674
2006,6,35-44,0,Total,2,Black Non Hispanic,4,Kings,124167
2006,6,35-44,0,Total,3,Other Non Hispanic,4,Kings,41013
2006,6,35-44,0,Total,5,Hispanic,4,Kings,73472
2006,6,35-44,1,Male,0,Total,4,Kings,170603
2006,6,35-44,1,Male,1,White Non Hispanic,4,Kings,63223
2006,6,35-44,1,Male,2,Black Non Hispanic,4,Kings,51099
2006,6,35-44,1,Male,3,Other Non Hispanic,4,Kings,20557
2006,6,35-44,1,Male,5,Hispanic,4,Kings,35724
2006,6,35-44,2,Female,0,Total,4,Kings,190723
2006,6,35-44,2,Female,1,White Non Hispanic,4,Kings,59451
2006,6,35-44,2,Female,2,Black Non Hispanic,4,Kings,73068
2006,6,35-44,2,Female,3,Other Non Hispanic,4,Kings,20456
2006,6,35-44,2,Female,5,Hispanic,4,Kings,37748
2006,7,45-54,0,Total,0,Total,4,Kings,333581
2006,7,45-54,0,Total,1,White Non Hispanic,4,Kings,121654
2006,7,45-54,0,Total,2,Black Non Hispanic,4,Kings,117387
2006,7,45-54,0,Total,3,Other Non Hispanic,4,Kings,37025
2006,7,45-54,0,Total,5,Hispanic,4,Kings,57515
2006,7,45-54,1,Male,0,Total,4,Kings,154692
2006,7,45-54,1,Male,1,White Non Hispanic,4,Kings,59972
2006,7,45-54,1,Male,2,Black Non Hispanic,4,Kings,48646
2006,7,45-54,1,Male,3,Other Non Hispanic,4,Kings,19567
2006,7,45-54,1,Male,5,Hispanic,4,Kings,26507
2006,7,45-54,2,Female,0,Total,4,Kings,178889
2006,7,45-54,2,Female,1,White Non Hispanic,4,Kings,61682
2006,7,45-54,2,Female,2,Black Non Hispanic,4,Kings,68741
2006,7,45-54,2,Female,3,Other Non Hispanic,4,Kings,17458
2006,7,45-54,2,Female,5,Hispanic,4,Kings,31008
2006,8,55-64,0,Total,0,Total,4,Kings,248482
2006,8,55-64,0,Total,1,White Non Hispanic,4,Kings,101141
2006,8,55-64,0,Total,2,Black Non Hispanic,4,Kings,84005
2006,8,55-64,0,Total,3,Other Non Hispanic,4,Kings,22030
2006,8,55-64,0,Total,5,Hispanic,4,Kings,41306
2006,8,55-64,1,Male,0,Total,4,Kings,109808
2006,8,55-64,1,Male,1,White Non Hispanic,4,Kings,47454
2006,8,55-64,1,Male,2,Black Non Hispanic,4,Kings,33300
2006,8,55-64,1,Male,3,Other Non Hispanic,4,Kings,11053
2006,8,55-64,1,Male,5,Hispanic,4,Kings,18001
2006,8,55-64,2,Female,0,Total,4,Kings,138674
2006,8,55-64,2,Female,1,White Non Hispanic,4,Kings,53687
2006,8,55-64,2,Female,2,Black Non Hispanic,4,Kings,50705
2006,8,55-64,2,Female,3,Other Non Hispanic,4,Kings,10977
2006,8,55-64,2,Female,5,Hispanic,4,Kings,23305
2006,9,65-74,0,Total,0,Total,4,Kings,155948
2006,9,65-74,0,Total,1,White Non Hispanic,4,Kings,69939
2006,9,65-74,0,Total,2,Black Non Hispanic,4,Kings,50174
2006,9,65-74,0,Total,3,Other Non Hispanic,4,Kings,12824
2006,9,65-74,0,Total,5,Hispanic,4,Kings,23011
2006,9,65-74,1,Male,0,Total,4,Kings,65277
2006,9,65-74,1,Male,1,White Non Hispanic,4,Kings,30710
2006,9,65-74,1,Male,2,Black Non Hispanic,4,Kings,18777
2006,9,65-74,1,Male,3,Other Non Hispanic,4,Kings,6223
2006,9,65-74,1,Male,5,Hispanic,4,Kings,9567
2006,9,65-74,2,Female,0,Total,4,Kings,90671
2006,9,65-74,2,Female,1,White Non Hispanic,4,Kings,39229
2006,9,65-74,2,Female,2,Black Non Hispanic,4,Kings,31397
2006,9,65-74,2,Female,3,Other Non Hispanic,4,Kings,6601
2006,9,65-74,2,Female,5,Hispanic,4,Kings,13444
2006,10,75-84,0,Total,0,Total,4,Kings,102739
2006,10,75-84,0,Total,1,White Non Hispanic,4,Kings,60023
2006,10,75-84,0,Total,2,Black Non Hispanic,4,Kings,25789
2006,10,75-84,0,Total,3,Other Non Hispanic,4,Kings,6088
2006,10,75-84,0,Total,5,Hispanic,4,Kings,10839
2006,10,75-84,1,Male,0,Total,4,Kings,38035
2006,10,75-84,1,Male,1,White Non Hispanic,4,Kings,22967
2006,10,75-84,1,Male,2,Black Non Hispanic,4,Kings,8378
2006,10,75-84,1,Male,3,Other Non Hispanic,4,Kings,2677
2006,10,75-84,1,Male,5,Hispanic,4,Kings,4013
2006,10,75-84,2,Female,0,Total,4,Kings,64704
2006,10,75-84,2,Female,1,White Non Hispanic,4,Kings,37056
2006,10,75-84,2,Female,2,Black Non Hispanic,4,Kings,17411
2006,10,75-84,2,Female,3,Other Non Hispanic,4,Kings,3411
2006,10,75-84,2,Female,5,Hispanic,4,Kings,6826
2006,11,85+,0,Total,0,Total,4,Kings,43775
2006,11,85+,0,Total,1,White Non Hispanic,4,Kings,29407
2006,11,85+,0,Total,2,Black Non Hispanic,4,Kings,9388
2006,11,85+,0,Total,3,Other Non Hispanic,4,Kings,1842
2006,11,85+,0,Total,5,Hispanic,4,Kings,3138
2006,11,85+,1,Male,0,Total,4,Kings,13808
2006,11,85+,1,Male,1,White Non Hispanic,4,Kings,9585
2006,11,85+,1,Male,2,Black Non Hispanic,4,Kings,2559
2006,11,85+,1,Male,3,Other Non Hispanic,4,Kings,690
2006,11,85+,1,Male,5,Hispanic,4,Kings,974
2006,11,85+,2,Female,0,Total,4,Kings,29967
2006,11,85+,2,Female,1,White Non Hispanic,4,Kings,19822
2006,11,85+,2,Female,2,Black Non Hispanic,4,Kings,6829
2006,11,85+,2,Female,3,Other Non Hispanic,4,Kings,1152
2006,11,85+,2,Female,5,Hispanic,4,Kings,2164
2007,0,Total,0,Total,0,Total,4,Kings,2528050
2007,0,Total,0,Total,1,White Non Hispanic,4,Kings,931448
2007,0,Total,0,Total,2,Black Non Hispanic,4,Kings,862347
2007,0,Total,0,Total,3,Other Non Hispanic,4,Kings,240294
2007,0,Total,0,Total,5,Hispanic,4,Kings,493961
2007,0,Total,1,Male,0,Total,4,Kings,1193833
2007,0,Total,1,Male,1,White Non Hispanic,4,Kings,451738
2007,0,Total,1,Male,2,Black Non Hispanic,4,Kings,380431
2007,0,Total,1,Male,3,Other Non Hispanic,4,Kings,121532
2007,0,Total,1,Male,5,Hispanic,4,Kings,240132
2007,0,Total,2,Female,0,Total,4,Kings,1334217
2007,0,Total,2,Female,1,White Non Hispanic,4,Kings,479710
2007,0,Total,2,Female,2,Black Non Hispanic,4,Kings,481916
2007,0,Total,2,Female,3,Other Non Hispanic,4,Kings,118762
2007,0,Total,2,Female,5,Hispanic,4,Kings,253829
2007,1,<1,0,Total,0,Total,4,Kings,39905
2007,1,<1,0,Total,1,White Non Hispanic,4,Kings,11804
2007,1,<1,0,Total,2,Black Non Hispanic,4,Kings,15755
2007,1,<1,0,Total,3,Other Non Hispanic,4,Kings,3232
2007,1,<1,0,Total,5,Hispanic,4,Kings,9114
2007,1,<1,1,Male,0,Total,4,Kings,20360
2007,1,<1,1,Male,1,White Non Hispanic,4,Kings,6041
2007,1,<1,1,Male,2,Black Non Hispanic,4,Kings,8009
2007,1,<1,1,Male,3,Other Non Hispanic,4,Kings,1653
2007,1,<1,1,Male,5,Hispanic,4,Kings,4657
2007,1,<1,2,Female,0,Total,4,Kings,19545
2007,1,<1,2,Female,1,White Non Hispanic,4,Kings,5763
2007,1,<1,2,Female,2,Black Non Hispanic,4,Kings,7746
2007,1,<1,2,Female,3,Other Non Hispanic,4,Kings,1579
2007,1,<1,2,Female,5,Hispanic,4,Kings,4457
2007,2,01-09,0,Total,0,Total,4,Kings,316404
2007,2,01-09,0,Total,1,White Non Hispanic,4,Kings,107477
2007,2,01-09,0,Total,2,Black Non Hispanic,4,Kings,109206
2007,2,01-09,0,Total,3,Other Non Hispanic,4,Kings,29544
2007,2,01-09,0,Total,5,Hispanic,4,Kings,70177
2007,2,01-09,1,Male,0,Total,4,Kings,161484
2007,2,01-09,1,Male,1,White Non Hispanic,4,Kings,55391
2007,2,01-09,1,Male,2,Black Non Hispanic,4,Kings,55351
2007,2,01-09,1,Male,3,Other Non Hispanic,4,Kings,15332
2007,2,01-09,1,Male,5,Hispanic,4,Kings,35410
2007,2,01-09,2,Female,0,Total,4,Kings,154920
2007,2,01-09,2,Female,1,White Non Hispanic,4,Kings,52086
2007,2,01-09,2,Female,2,Black Non Hispanic,4,Kings,53855
2007,2,01-09,2,Female,3,Other Non Hispanic,4,Kings,14212
2007,2,01-09,2,Female,5,Hispanic,4,Kings,34767
2007,3,10-19,0,Total,0,Total,4,Kings,353552
2007,3,10-19,0,Total,1,White Non Hispanic,4,Kings,109736
2007,3,10-19,0,Total,2,Black Non Hispanic,4,Kings,133475
2007,3,10-19,0,Total,3,Other Non Hispanic,4,Kings,31043
2007,3,10-19,0,Total,5,Hispanic,4,Kings,79298
2007,3,10-19,1,Male,0,Total,4,Kings,180000
2007,3,10-19,1,Male,1,White Non Hispanic,4,Kings,57545
2007,3,10-19,1,Male,2,Black Non Hispanic,4,Kings,66068
2007,3,10-19,1,Male,3,Other Non Hispanic,4,Kings,16071
2007,3,10-19,1,Male,5,Hispanic,4,Kings,40316
2007,3,10-19,2,Female,0,Total,4,Kings,173552
2007,3,10-19,2,Female,1,White Non Hispanic,4,Kings,52191
2007,3,10-19,2,Female,2,Black Non Hispanic,4,Kings,67407
2007,3,10-19,2,Female,3,Other Non Hispanic,4,Kings,14972
2007,3,10-19,2,Female,5,Hispanic,4,Kings,38982
2007,4,20-24,0,Total,0,Total,4,Kings,185623
2007,4,20-24,0,Total,1,White Non Hispanic,4,Kings,61226
2007,4,20-24,0,Total,2,Black Non Hispanic,4,Kings,69802
2007,4,20-24,0,Total,3,Other Non Hispanic,4,Kings,14378
2007,4,20-24,0,Total,5,Hispanic,4,Kings,40217
2007,4,20-24,1,Male,0,Total,4,Kings,91302
2007,4,20-24,1,Male,1,White Non Hispanic,4,Kings,31388
2007,4,20-24,1,Male,2,Black Non Hispanic,4,Kings,32142
2007,4,20-24,1,Male,3,Other Non Hispanic,4,Kings,7135
2007,4,20-24,1,Male,5,Hispanic,4,Kings,20637
2007,4,20-24,2,Female,0,Total,4,Kings,94321
2007,4,20-24,2,Female,1,White Non Hispanic,4,Kings,29838
2007,4,20-24,2,Female,2,Black Non Hispanic,4,Kings,37660
2007,4,20-24,2,Female,3,Other Non Hispanic,4,Kings,7243
2007,4,20-24,2,Female,5,Hispanic,4,Kings,19580
2007,5,25-34,0,Total,0,Total,4,Kings,365739
2007,5,25-34,0,Total,1,White Non Hispanic,4,Kings,125428
2007,5,25-34,0,Total,2,Black Non Hispanic,4,Kings,119158
2007,5,25-34,0,Total,3,Other Non Hispanic,4,Kings,38198
2007,5,25-34,0,Total,5,Hispanic,4,Kings,82955
2007,5,25-34,1,Male,0,Total,4,Kings,177566
2007,5,25-34,1,Male,1,White Non Hispanic,4,Kings,61190
2007,5,25-34,1,Male,2,Black Non Hispanic,4,Kings,54077
2007,5,25-34,1,Male,3,Other Non Hispanic,4,Kings,19249
2007,5,25-34,1,Male,5,Hispanic,4,Kings,43050
2007,5,25-34,2,Female,0,Total,4,Kings,188173
2007,5,25-34,2,Female,1,White Non Hispanic,4,Kings,64238
2007,5,25-34,2,Female,2,Black Non Hispanic,4,Kings,65081
2007,5,25-34,2,Female,3,Other Non Hispanic,4,Kings,18949
2007,5,25-34,2,Female,5,Hispanic,4,Kings,39905
2007,6,35-44,0,Total,0,Total,4,Kings,365193
2007,6,35-44,0,Total,1,White Non Hispanic,4,Kings,127300
2007,6,35-44,0,Total,2,Black Non Hispanic,4,Kings,122545
2007,6,35-44,0,Total,3,Other Non Hispanic,4,Kings,41556
2007,6,35-44,0,Total,5,Hispanic,4,Kings,73792
2007,6,35-44,1,Male,0,Total,4,Kings,172620
2007,6,35-44,1,Male,1,White Non Hispanic,4,Kings,65568
2007,6,35-44,1,Male,2,Black Non Hispanic,4,Kings,50451
2007,6,35-44,1,Male,3,Other Non Hispanic,4,Kings,20692
2007,6,35-44,1,Male,5,Hispanic,4,Kings,35909
2007,6,35-44,2,Female,0,Total,4,Kings,192573
2007,6,35-44,2,Female,1,White Non Hispanic,4,Kings,61732
2007,6,35-44,2,Female,2,Black Non Hispanic,4,Kings,72094
2007,6,35-44,2,Female,3,Other Non Hispanic,4,Kings,20864
2007,6,35-44,2,Female,5,Hispanic,4,Kings,37883
2007,7,45-54,0,Total,0,Total,4,Kings,338127
2007,7,45-54,0,Total,1,White Non Hispanic,4,Kings,122860
2007,7,45-54,0,Total,2,Black Non Hispanic,4,Kings,119524
2007,7,45-54,0,Total,3,Other Non Hispanic,4,Kings,37504
2007,7,45-54,0,Total,5,Hispanic,4,Kings,58239
2007,7,45-54,1,Male,0,Total,4,Kings,157367
2007,7,45-54,1,Male,1,White Non Hispanic,4,Kings,60889
2007,7,45-54,1,Male,2,Black Non Hispanic,4,Kings,49935
2007,7,45-54,1,Male,3,Other Non Hispanic,4,Kings,19714
2007,7,45-54,1,Male,5,Hispanic,4,Kings,26829
2007,7,45-54,2,Female,0,Total,4,Kings,180760
2007,7,45-54,2,Female,1,White Non Hispanic,4,Kings,61971
2007,7,45-54,2,Female,2,Black Non Hispanic,4,Kings,69589
2007,7,45-54,2,Female,3,Other Non Hispanic,4,Kings,17790
2007,7,45-54,2,Female,5,Hispanic,4,Kings,31410
2007,8,55-64,0,Total,0,Total,4,Kings,255815
2007,8,55-64,0,Total,1,White Non Hispanic,4,Kings,105224
2007,8,55-64,0,Total,2,Black Non Hispanic,4,Kings,85726
2007,8,55-64,0,Total,3,Other Non Hispanic,4,Kings,23012
2007,8,55-64,0,Total,5,Hispanic,4,Kings,41853
2007,8,55-64,1,Male,0,Total,4,Kings,113791
2007,8,55-64,1,Male,1,White Non Hispanic,4,Kings,49841
2007,8,55-64,1,Male,2,Black Non Hispanic,4,Kings,34100
2007,8,55-64,1,Male,3,Other Non Hispanic,4,Kings,11595
2007,8,55-64,1,Male,5,Hispanic,4,Kings,18255
