year,pct,arstmade,frisked,searched,sex,race,age,build,city,crimsusp,arstoffn
2015,90,N,Y,Y,M,B,23,T,BROOKLYN,CPW, 
2015,121,N,Y,N,M,Q,27,M,STATEN IS,FEL, 
2015,102,N,N,N,M,Q,53,M,QUEENS,FEL, 
2015,40,Y,N,N,M,B,52,T,BRONX,CT,CT
2015,121,N,Y,N,M,W,27,M,STATEN IS,FEL/MISD, 
2015,60,N,N,N,M,Q,35,T,BROOKLYN,MENACING, 
2015,48,N,N,N,M,B,17,M,BRONX,CRIM TRESS, 
2015,67,N,Y,N,M,B,31,M,BROOKLYN,FEL, 
2015,49,N,Y,N,M,Q,32,T,BRONX,GRAFFITI, 
2015,102,N,N,N,M,Q,25,M,QUEENS,FEL, 
2015,76,N,Y,N,M,B,31,M,BROOKLYN,ROBBERY, 
2015,41,N,Y,N,M,B,18,T,BRONX,CPW, 
2015,72,N,Y,N,M,B,20,T,BROOKLYN,MISD, 
2015,19,N,Y,N,M,W,23,U,MANHATTAN,MISD, 
2015,43,Y,N,N,M,B,29,M,BRONX,ROBBERY,ROBBERY
2015,44,N,Y,Y,M,Q,22,T,BRONX,CPW, 
2015,30,Y,Y,Y,M,B,16,T,MANHATTAN,FELONY,ATT ROBBERY
2015,122,N,Y,N,M,W,20,M,STATEN IS,LARC FROM AUTO, 
2015,122,N,Y,N,Z,Z,21,T,STATEN IS,LARC FROM AUTO, 
2015,9,Y,Y,Y,M,W,25,M,MANHATTAN,MISD,CPCS
2015,9,Y,Y,Y,M,W,25,H,MANHATTAN,MISD,CPCS
2015,49,N,Y,N,M,B,16,M,BRONX,CRIMINAL MISCHIEF, 
2015,49,N,Y,N,M,B,16,M,BRONX,AUTO STRIPPING, 
2015,49,N,Y,Y,M,Q,16,T,BRONX,AUTO STRIPPING, 
2015,105,Y,Y,N,M,B,23,M,QUEENS,FEL,ROBBERY
2015,105,Y,Y,N,M,B,23,T,QUEENS,ROBBERY,ROBBERY
2015,72,N,N,N,M,Q,36,M,BROOKLYN,FEL, 
2015,83,Y,Y,N,M,Q,58,M,BROOKLYN,MISD,PL 140.15 CRIM TRESPASS
2015,47,N,Y,N,M,B,40,H,BRONX,FEL/ASSAULT, 
2015,42,N,Y,N,M,B,39,H,BRONX,CPW, 
2015,121,N,Y,N,M,B,25,M,STATEN IS,MISDEMEANOR, 
2015,75,N,Y,Y,F,Q,20,Z,BROOKLYN,CRIM TRES, 
2015,121,N,Y,N,M,B,31,H,STATEN IS,MISDEMEANOR, 
2015,121,N,Y,N,M,B,28,M,STATEN IS,MISDEMEANOR, 
2015,71,N,N,N,M,B,54,M,BROOKLYN,BURB, 
2015,71,N,N,N,M,B,40,M,BROOKLYN,BURG, 
2015,71,N,N,N,M,B,46,M,BROOKLYN,BURG, 
2015,71,N,N,N,M,B,44,M,BROOKLYN,BURG, 
2015,121,Y,Y,N,M,Q,18,M,STATEN IS,MISDEMEANOR,CPM
2015,14,Y,Y,Y,M,Q,21,T,MANHATTAN,MISD,CPFI
2015,40,Y,N,N,M,B,18,T,BRONX,CPM,CPM
2015,28,N,Y,N,M,B,15,M,MANHATTAN,MISD, 
2015,28,N,N,N,M,B,15,M,MANHATTAN,MISD, 
2015,28,N,Y,N,M,B,16,T,MANHATTAN,FEL, 
2015,28,N,Y,N,M,B,21,M,MANHATTAN,FEL, 
2015,28,N,Y,N,M,B,18,M,MANHATTAN,FEL, 
2015,43,Y,Y,Y,M,Q,19,T,BRONX,CT,TRESPASS
2015,42,Y,Y,N,M,B,26,M,BRONX,CPW,CPCS
2015,40,N,Y,N,M,Q,32,M,BRONX,FEL, 
2015,71,N,Y,N,M,B,22,M,BROOKLYN,GLA, 
2015,113,N,Y,Y,M,B,24,M,QUEENS,MISDEMEANOR, 
2015,33,Y,Y,Y,M,B,46,H,MANHATTAN,FELONY,CPW
2015,41,N,Y,N,M,Q,16,T,BRONX,CPW, 
2015,113,N,N,N,M,B,20,T,QUEENS,FELONY, 
2015,113,N,N,N,M,B,17,T,QUEENS,FELONY, 
2015,113,N,Y,N,M,B,35,H,QUEENS,MISDEMEANOR, 
2015,32,N,N,N,M,B,33,Z,MANHATTAN,ASSAULT, 
2015,41,N,Y,N,F,B,30,H,BRONX,CPW, 
2015,30,N,N,N,M,B,32,M,MANHATTAN,FELONY, 
2015,34,N,Y,N,M,P,15,T,MANHATTAN,FEL, 
2015,102,N,N,N,M,B,29,M,QUEENS,FEL, 
2015,79,N,Y,N,M,B,18,T,BROOKLYN,UPM, 
2015,79,Y,Y,N,M,B,19,M,BROOKLYN,CPM/CRIMINAL TRESP,CRIMINAL  TRESP
2015,79,Y,Y,N,M,B,19,T,BROOKLYN,CPM,CPM/CRIM TRES
2015,41,N,Y,N,M,Q,43,M,BRONX,MISD, 
2015,90,N,N,N,M,B,16,T,BROOKLYN,MISD, 
2015,32,N,N,N,F,B,30,T,MANHATTAN,C/T, 
2015,90,N,Y,N,M,Q,24,M,BROOKLYN,MISD, 
2015,106,N,N,N,M,A,22,M,QUEENS,FELONY, 
2015,106,N,N,N,M,Q,26,M,QUEENS,FELONY, 
2015,105,N,Y,Y,M,A,17,T,QUEENS,FEL, 
2015,114,Y,N,Y,M,A,23,T,QUEENS,MISD,ASSAULT
2015,111,N,Y,N,M,A,24,M,QUEENS,FELONY, 
2015,44,N,N,Y,M,P,20,H,BRONX,CPCS, 
2015,14,N,N,N,M,B,26,M,MANHATTAN,FEL, 
2015,106,N,Y,N,M,Q,45,M,QUEENS,FELONY, 
2015,122,N,Y,N,M,Q,42,H,STATEN IS,GLA, 
2015,61,N,Y,N,M,B,52,H,BROOKLYN,MISD, 
2015,72,N,N,N,M,Q,27,H,BROOKLYN,FEL, 
2015,72,N,N,N,M,Q,26,M,BROOKLYN,FEL, 
2015,120,N,Y,Y,M,B,20,M,STATEN IS,CPW, 
2015,90,N,Y,N,M,B,25,M,BROOKLYN,MISD, 
2015,90,N,Y,N,M,Q,19,T,BROOKLYN,MISD, 
2015,72,N,N,N,M,A,23,M,BROOKLYN,FEL, 
2015,30,N,N,N,M,B,39,M,MANHATTAN,FEL  / GRAND LARCENY, 
2015,30,N,Y,N,M,Q,27,M,MANHATTAN,FEL  / CPW, 
2015,42,N,Y,N,M,B,19,Z,BRONX,CPW, 
2015,42,N,Y,N,Z,B,16,Z,BRONX,CPW, 
2015,42,N,Y,N,Z,Z,20,M,BRONX,CPW, 
2015,120,N,N,N,M,B,27,M,STATEN IS,GLA / CPSP, 
2015,43,Y,N,Y,M,Q,21,M,BRONX,CT,TRESPASS
2015,120,N,N,N,M,B,48,M,STATEN IS,GLA / CPSP, 
2015,107,N,Y,Y,M,W,27,T,QUEENS,CPW, 
2015,108,N,N,N,M,Q,57,M,QUEENS,BURGLARY, 
2015,120,N,Y,N,M,B,22,T,STATEN IS,CPW, 
2015,34,N,N,N,M,Q,22,M,MANHATTAN,FEL, 
2015,105,N,Y,N,M,B,25,M,QUEENS,FEL, 
2015,40,Y,Y,N,M,Q,31,T,BRONX,CT,TRESPASS
2015,70,N,Y,Y,M,Q,25,T,BROOKLYN,MIS/PETIT LARCENY, 
2015,14,N,Y,Y,M,B,52,M,MANHATTAN,FEL, 
2015,44,Y,Y,Y,M,Q,32,H,BRONX,CRIM TRES,140.1
2015,44,Y,Y,Y,M,B,24,T,BRONX,CRIM TRES,140.1
2015,71,N,Y,N,M,B,29,M,BROOKLYN,CPW, 
2015,25,N,Y,N,M,U,34,T,MANHATTAN,FELONY, 
2015,71,N,N,N,F,B,24,T,BROOKLYN,ASSAULT 2, 
2015,71,N,N,N,M,B,25,M,BROOKLYN,ASSAULT 2, 
2015,121,N,N,N,M,B,17,M,STATEN IS,MISDEMEANOR, 
2015,68,N,Y,N,M,W,18,T,BROOKLYN,FELONY, 
2015,68,N,Y,N,M,W,17,T,BROOKLYN,FELONY, 
2015,19,Y,Y,N,F,B,22,T,MANHATTAN,MISD,CPFI
2015,19,Y,Y,N,M,B,26,M,MANHATTAN,MISD,CPFI
2015,6,N,N,N,M,P,51,T,MANHATTAN,FELONY, 
2015,106,N,Y,N,F,Z,25,M,QUEENS,FELONY, 
2015,106,N,Y,N,M,Q,23,M,QUEENS,FELONY, 
2015,79,Y,Y,Y,M,B,18,M,BROOKLYN,RECLESS ENDANGERMENT/CPW,CPW
2015,44,N,N,Y,M,Q,26,T,BRONX,CSCS, 
2015,112,N,N,N,M,W,37,T,QUEENS,FEL/GLA, 
2015,7,N,Y,N,M,A,28,M,MANHATTAN,MISD, 
2015,102,N,Y,N,M,B,16,M,QUEENS,CPW, 
2015,78,N,Y,Y,M,Q,46,T,BROOKLYN,CPW, 
2015,52,N,Y,N,M,B,20,M,BRONX,MISD, 
2015,72,N,Y,N,M,Q,19,T,BROOKLYN,FEL, 
2015,72,N,Y,N,M,Q,23,T,BROOKLYN,FEL, 
2015,44,N,N,N,F,Q,50,M,BRONX,STOLEN LICENSE PLATE, 
2015,94,N,N,N,M,W,24,M,BROOKLYN,FELONY, 
2015,66,N,N,N,M,Q,34,T,BROOKLYN,FEL, 
2015,103,N,Y,N,M,B,14,M,QUEENS,FELONY, 
2015,103,N,Y,N,M,B,14,M,QUEENS,FELONY, 
2015,103,N,Y,N,M,Q,14,M,QUEENS,FELONY, 
2015,9,Y,Y,Y,M,B,18,T,MANHATTAN,FELONY,PETIT LARCENY
2015,9,Y,Y,Y,M,B,18,H,MANHATTAN,FELONY,PETIT LARCENY
2015,103,N,N,N,M,B,19,M,QUEENS,FELONY, 
2015,112,N,N,N,M,P,24,T,QUEENS,FEL/GLA, 
2015,106,N,N,N,M,Q,21,H,QUEENS,FELONY, 
2015,109,N,N,N,M,B,50,T,QUEENS,BURGLARY, 
2015,109,N,N,N,M,B,25,T,QUEENS,BURGLARY, 
2015,40,N,Y,Y,M,B,15,T,BRONX,FEL, 
2015,40,N,Y,Y,M,B,15,T,BRONX,FEL, 
2015,25,N,Y,N,M,B,40,T,MANHATTAN,CPW, 
2015,48,N,N,Y,M,P,35,M,BRONX,CPCS, 
2015,114,N,Y,N,M,B,22,M,QUEENS,FEL, 
2015,121,N,N,N,M,U,19,T,STATEN IS,MISDEMEANOR, 
2015,121,N,N,N,M,W,18,T,STATEN IS,MISDEMEANOR, 
2015,121,N,N,N,M,W,18,T,STATEN IS,MISDEMEANOR, 
2015,14,N,N,N,M,B,37,M,MANHATTAN,GL, 
2015,42,N,Y,N,M,B,19,T,BRONX,FEL, 
2015,33,N,Y,N,M,B,28,T,MANHATTAN,FELONY, 
2015,41,N,Y,N,M,Q,37,H,BRONX,CPW, 
2015,42,N,Y,N,M,B,22,T,BRONX,FEL, 
2015,102,N,Y,N,M,P,26,M,QUEENS,GLA, 
2015,102,N,Y,N,M,Q,29,M,QUEENS,GLA, 
2015,113,N,Y,Y,M,B,29,M,QUEENS,FEL, 
2015,113,N,Y,N,M,B,34,H,QUEENS,FEL, 
2015,75,N,Y,N,M,B,16,T,BROOKLYN,CPW, 
2015,109,N,Y,N,M,B,22,T,QUEENS,GLA, 
2015,26,N,Y,N,M,B,35,H,MANHATTAN,ROBBERY, 
2015,26,N,Y,Y,M,B,14,T,MANHATTAN,FELONY, 
2015,44,N,Y,N,M,B,29,T,BRONX,CPW, 
2015,121,N,Y,N,M,B,20,T,STATEN IS,FELONY, 
2015,71,N,N,N,F,B,36,M,BROOKLYN,BURGLARY, 
2015,90,N,Y,N,M,W,23,T,BROOKLYN,MISD, 
2015,79,N,Y,N,M,B,27,U,BROOKLYN,CPW, 
2015,121,N,Y,N,M,B,31,M,STATEN IS,MISDEMEANOR, 
2015,62,N,Y,N,M,W,21,M,BROOKLYN,FEL, 
2015,62,N,Y,N,M,W,24,M,BROOKLYN,FEL, 
2015,79,N,Y,N,M,B,19,H,BROOKLYN,CPW, 
2015,42,N,Y,N,M,P,26,M,BRONX,FEL, 
2015,47,N,Y,N,M,B,20,T,BRONX,FEL, 
2015,33,N,Y,N,M,B,28,M,MANHATTAN,FELONY, 
2015,109,Y,Y,Y,M,A,21,M,QUEENS,BURGLARY,CRIMINAL TRESPASS
2015,109,Y,Y,Y,M,A,24,M,QUEENS,BURGLARY,CRIMINAL TRESPASS
2015,9,Y,Y,Y,M,B,33,U,MANHATTAN,MISD,140.15
2015,70,N,N,N,M,W,22,M,BROOKLYN,FELONY/BURGLARY, 
2015,70,N,N,N,M,W,22,M,BROOKLYN,FELONY/BURG, 
2015,50,Y,Y,Y,M,W,27,T,BRONX,FELONY,CPM
2015,50,Y,Y,Y,M,W,35,H,BRONX,FELONY,CPM
2015,52,N,Y,Y,M,Q,23,T,BRONX,FELONY, 
2015,120,N,N,N,M,B,37,M,STATEN IS,GRAND LARCENY, 
2015,26,N,Y,N,M,B,29,T,MANHATTAN,CPW, 
2015,105,Y,Y,N,M,B,26,T,QUEENS,FEL,PL 170.25
2015,120,N,Y,N,M,B,21,T,STATEN IS,PETIT LARCENY, 
2015,105,Y,Y,N,M,B,44,H,QUEENS,FEL,CPFI
2015,26,N,N,N,M,Q,21,T,MANHATTAN,ROBBERY /BURGLARY, 
2015,32,N,Y,N,M,B,36,M,MANHATTAN,FELONY, 
2015,32,N,Y,N,M,B,31,M,MANHATTAN,FELONY, 
2015,107,N,N,N,M,W,50,M,QUEENS,GRAND LARCENY, 
2015,67,N,Y,N,M,B,25,T,BROOKLYN,CPW, 
2015,41,N,Y,Y,F,B,40,H,BRONX,GLA, 
2015,7,Y,Y,Y,M,B,27,T,MANHATTAN,FELONY,ACT IN MANNER ENDANGER OF CHIL
2015,114,N,Y,Y,M,Q,29,M,QUEENS,FEL, 
2015,123,N,Y,N,M,Q,21,M,STATEN IS,FEL, 
2015,62,N,Y,N,M,Q,22,M,BROOKLYN,FEL, 
2015,66,N,Y,Y,M,A,32,T,BROOKLYN,MISD, 
2015,66,N,Y,Y,M,W,21,T,BROOKLYN,MISD, 
2015,112,N,Y,N,M,B,19,M,QUEENS,FEL/GLA, 
2015,84,N,N,N,F,B,55,M,BROOKLYN,CWP, 
2015,106,N,Y,Y,M,B,25,M,QUEENS,FELONY, 
2015,122,N,N,N,M,W,50,Z,STATEN IS,CSCS, 
2015,122,N,Y,N,M,W,49,M,STATEN IS,CSCS, 
2015,42,Y,Y,Y,M,Q,52,H,BRONX,MISD,CPW
2015,70,N,Y,Y,M,B,32,H,BROOKLYN,MIS/MENACING, 
2015,121,N,N,N,M,Q,39,H,STATEN IS,FELONY, 
2015,106,N,Y,N,M,A,18,T,QUEENS,FELONY, 
2015,106,N,Y,Y,M,A,18,M,QUEENS,FELONY, 
2015,106,N,Y,Y,M,A,20,M,QUEENS,FELONY, 
2015,107,N,Y,Y,M,Q,16,M,QUEENS,ROBBERY, 
2015,107,N,Y,Y,M,Q,19,H,QUEENS,ROBBERY, 
2015,90,N,N,N,M,Z,26,M,BROOKLYN,FEL, 
2015,107,N,Y,Y,Z,Z,17,H,QUEENS,ROBBERY, 
2015,28,N,N,N,M,B,34,M,MANHATTAN,FEL, 
2015,111,N,Y,N,M,Q,27,M,QUEENS,FELONY, 
2015,47,N,Y,N,M,B,25,M,BRONX,FEL/CPW, 
2015,75,N,Y,N,M,B,19,M,BROOKLYN,ROBBERY, 
2015,44,Y,Y,Y,M,P,22,M,BRONX,ROBBERY,160.1
2015,122,N,Y,N,M,W,47,M,STATEN IS,CSCS, 
2015,122,N,Y,N,M,W,47,M,STATEN IS,CSCS, 
2015,66,Y,Y,Y,M,P,16,T,BROOKLYN,MISD,CRIMINAL TRESPASS
2015,63,N,Y,Y,M,B,32,M,BROOKLYN,FELONY, 
2015,44,N,Y,N,M,B,30,H,BRONX,CRIM TRESPASS, 
2015,32,Y,N,N,F,B,43,M,MANHATTAN,FEL  / ASSAULT,ASSAULT
2015,105,N,Y,N,M,B,40,M,QUEENS,FEL, 
2015,112,N,N,N,M,Q,21,T,QUEENS,FEL/GLFA, 
2015,121,N,Y,N,M,B,14,H,STATEN IS,MISDEMEANOR, 
2015,121,N,Y,N,M,B,14,T,STATEN IS,MISDEMEANOR, 
2015,121,N,Y,N,M,Q,14,T,STATEN IS,MISDEMEANOR, 
2015,67,N,Y,N,F,B,25,M,BROOKLYN,FEL, 
2015,121,N,N,N,M,B,19,M,STATEN IS,MISDEMEANOR, 
2015,121,N,N,N,M,P,17,M,STATEN IS,MISDEMEANOR, 
2015,77,N,Y,Y,M,B,17,T,BROOKLYN,F, 
2015,20,N,N,N,M,B,16,T,MANHATTAN,FEL, 
2015,114,N,N,N,M,W,26,M,QUEENS,FEL, 
2015,44,N,Y,N,M,B,21,T,BRONX,MISD, 
2015,13,N,N,N,M,B,16,T,MANHATTAN,MISDEMEANOR, 
2015,13,N,N,N,M,B,17,T,MANHATTAN,MISDEMEANOR, 
2015,13,N,N,N,M,B,16,T,MANHATTAN,MISDEMEANOR, 
2015,121,N,N,N,M,B,22,M,STATEN IS,FELONY, 
2015,121,N,N,N,M,Q,21,M,STATEN IS,FELONY, 
2015,121,N,N,N,M,Q,22,M,STATEN IS,FELONY, 
2015,73,N,Y,N,M,B,21,T,BROOKLYN,FEL, 
2015,52,N,Y,N,M,Q,16,M,BRONX,MISD, 
2015,60,N,Y,N,M,Q,19,M,BROOKLYN,ROBBERY, 
2015,121,Y,Y,Y,M,B,24,T,STATEN IS,MISDEMEANOR,UUV
2015,26,N,Y,N,M,B,46,M,MANHATTAN,ROBBERY, 
2015,9,Y,Y,Y,M,B,19,T,MANHATTAN,MISD,CPW
2015,103,N,Y,N,M,B,15,T,QUEENS,FELONY, 
2015,23,Y,N,N,M,Q,29,H,MANHATTAN,M,ASSAULT 3
2015,103,N,Y,N,M,B,21,M,QUEENS,FELONY, 
2015,103,N,N,N,M,B,15,M,QUEENS,FELONY, 
2015,9,Y,Y,Y,M,B,56,T,MANHATTAN,MISD,CRIMINAL TRESPASS
2015,121,N,N,N,M,B,24,H,STATEN IS,FELONY, 
2015,71,N,Y,Y,M,B,36,M,BROOKLYN,CPW, 
2015,76,N,N,N,M,B,20,M,BROOKLYN,MISD, 
2015,45,N,Y,Y,M,P,16,M,BRONX,FELONY, 
2015,10,N,N,N,M,B,50,M,MANHATTAN,MISD, 
2015,70,N,N,N,M,B,24,M,BROOKLYN,FELONY, 
2015,44,N,Y,N,M,Q,17,T,BRONX,CPW, 
2015,94,N,Y,Y,M,Q,48,M,BROOKLYN,FELONY, 
2015,94,N,Y,Y,M,W,33,M,BROOKLYN,FELONY, 
2015,105,N,N,N,M,Q,55,M,QUEENS,FEL, 
2015,67,N,Y,N,M,B,27,M,BROOKLYN,CPW, 
2015,70,N,N,N,M,W,21,M,BROOKLYN,FELONY/BURG, 
2015,67,N,Y,N,M,B,25,M,BROOKLYN,CPM, 
2015,120,N,Y,N,M,P,34,H,STATEN IS,PETIT LARCENY, 
2015,41,N,Y,N,M,B,29,H,BRONX,GLA, 
2015,47,N,Y,N,M,Q,24,H,BRONX,FEL, 
2015,67,N,Y,N,M,B,23,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,A,21,M,BROOKLYN,CPW, 
2015,67,N,Y,N,M,B,21,M,BROOKLYN,FEL, 
2015,70,N,N,N,M,B,31,M,BROOKLYN,FELONY, 
2015,70,N,N,N,M,B,46,M,BROOKLYN,FELONY, 
2015,44,Y,Y,N,M,B,25,M,BRONX,BURG,CRIM TRES
2015,70,N,Y,N,M,B,31,H,BROOKLYN,FEL, 
2015,114,Y,Y,Y,M,Q,18,T,QUEENS,FEL,RESISTING ARREST
2015,114,N,Y,N,M,Q,17,M,QUEENS,FEL, 
2015,114,N,Y,N,M,Q,19,M,QUEENS,FEL, 
2015,121,N,N,N,M,W,21,T,STATEN IS,FELONY, 
2015,5,N,N,N,M,A,24,M,MANHATTAN,ASSAULT, 
2015,5,N,N,N,M,Q,24,M,MANHATTAN,ASSAULT, 
2015,46,N,Y,N,M,B,30,M,BRONX,CPW, 
2015,46,N,Y,N,M,B,27,M,BRONX,CPW, 
2015,107,N,N,N,M,B,36,M,QUEENS,GRAND LARCENY AUTO, 
2015,5,N,Y,N,M,Q,25,M,MANHATTAN,CPW, 
2015,5,N,Y,N,M,Q,26,M,MANHATTAN,CPW, 
2015,107,N,N,N,M,W,27,M,QUEENS,GLA, 
2015,107,N,N,N,M,W,23,T,QUEENS,GLA, 
2015,25,N,Y,N,M,B,29,M,MANHATTAN,MISD, 
2015,28,N,Y,N,M,B,29,M,MANHATTAN,MISD, 
2015,28,N,Y,N,M,B,29,M,MANHATTAN,MISD, 
2015,107,N,Y,N,M,Z,20,T,QUEENS,GRAND LARCENY, 
2015,72,N,N,N,M,Q,27,T,BROOKLYN,MISD, 
2015,72,N,N,N,M,Q,29,T,BROOKLYN,MISD, 
2015,107,N,N,N,F,A,22,M,QUEENS,BURGLARY, 
2015,107,N,N,N,M,A,21,T,QUEENS,BURGLARY, 
2015,107,N,N,N,M,W,27,H,QUEENS,GLA, 
2015,83,Y,N,N,M,B,39,M,BROOKLYN,MISD,CRIM TRESPASS
2015,7,Y,Y,Y,M,Q,40,T,MANHATTAN,MISD,CRIM. TRESS
2015,110,N,N,N,M,W,55,M,QUEENS,TERRORISM, 
2015,106,N,N,N,M,B,24,M,QUEENS,FELONY, 
2015,52,Y,Y,Y,F,Q,45,M,BRONX,FELONY,ASSAULT 1
2015,73,N,N,N,M,B,36,T,BROOKLYN,CRIM TRES, 
2015,121,N,Y,Y,M,B,25,M,STATEN IS,MISDEMEANOR, 
2015,20,N,N,N,M,Q,35,M,MANHATTAN,MISD, 
2015,120,N,Y,N,M,B,16,T,STATEN IS,CRIM TRES, 
2015,115,N,Y,N,M,Q,35,M,QUEENS,ASSAULT, 
2015,73,N,N,N,M,B,40,M,BROOKLYN,CRIM TRES, 
2015,73,Y,Y,N,M,Q,33,M,BROOKLYN,CRIM TRES,140.1
2015,122,N,Y,N,F,W,23,T,STATEN IS,BURG, 
2015,122,N,Y,N,M,W,23,T,STATEN IS,BURG, 
2015,42,N,Y,N,M,B,19,T,BRONX,FEL, 
2015,44,N,Y,N,M,Q,15,T,BRONX,CRIMINAL TRESPASS, 
2015,44,N,Y,N,M,Q,15,H,BRONX,CRIMINAL TRESPASS, 
2015,44,N,Y,N,M,A,15,M,BRONX,CRIM TRESPASS, 
2015,47,N,Y,N,M,B,33,H,BRONX,FELONY, 
2015,42,N,Y,N,M,B,33,M,BRONX,FEL, 
2015,42,N,Y,N,M,P,33,M,BRONX,FEL, 
2015,44,N,Y,N,M,Q,25,T,BRONX,CPCS, 
2015,44,N,Y,N,M,Q,20,M,BRONX,CRIM TRESPASS, 
2015,66,N,Y,Y,M,Q,56,M,BROOKLYN,FELONY, 
2015,13,N,N,N,M,Q,45,T,MANHATTAN,MISDEMEANOR, 
2015,47,N,Y,N,M,B,20,T,BRONX,FEL/CPW, 
2015,19,N,N,N,M,Q,21,M,MANHATTAN,FEL, 
2015,19,N,N,N,M,Q,22,T,MANHATTAN,FEL, 
2015,114,N,N,N,M,Q,37,H,QUEENS,MISD, 
2015,47,N,Y,N,M,B,19,M,BRONX,FEL/CPW, 
2015,47,N,Y,N,M,B,21,M,BRONX,FEL/CPW, 
2015,79,N,Y,N,M,Z,21,M,BROOKLYN,CPW, 
2015,79,N,Y,N,Z,Z,24,M,BROOKLYN,CPW, 
2015,79,N,Y,N,M,B,35,T,BROOKLYN,CPW, 
2015,5,N,Y,N,M,B,34,M,MANHATTAN,CRIM SALE CONT SUBSTANCE, 
2015,52,N,Y,N,M,Q,22,M,BRONX,MISD, 
2015,40,Y,Y,Y,M,B,19,M,BRONX,CPM,CPM
2015,40,N,Y,N,M,B,23,M,BRONX,CPW, 
2015,52,N,Y,N,M,Q,20,M,BRONX,FELONY, 
2015,120,N,N,N,M,Q,15,T,STATEN IS,ROBBERY, 
2015,40,Y,Y,N,M,B,21,M,BRONX,MISD,CRIMINAL TRESPASS
2015,42,N,Y,Y,M,B,16,Z,BRONX,ROBBERY 10-30, 
2015,17,N,Y,N,M,Q,21,T,MANHATTAN,FELONY, 
2015,106,N,Y,N,M,B,28,T,QUEENS,FELONY, 
2015,106,N,Y,N,M,B,34,M,QUEENS,FELONY, 
2015,106,N,Y,N,M,B,28,M,QUEENS,FELONY, 
2015,121,N,Y,N,M,B,37,M,STATEN IS,FELONY, 
2015,106,Y,Y,N,M,Q,23,T,QUEENS,FELONY,ROBBERY
2015,67,N,Y,N,M,B,32,T,BROOKLYN,CPW, 
2015,107,N,N,N,M,Q,38,M,QUEENS,GRAND LARCENY, 
2015,107,N,Y,N,M,W,21,H,QUEENS,GRAND LARCENY, 
2015,121,N,Y,N,M,Q,29,T,STATEN IS,FELONY, 
2015,121,N,Y,N,M,B,23,T,STATEN IS,MISDEMEANOR, 
2015,121,N,Y,N,M,B,25,T,STATEN IS,MISDEMEANOR, 
2015,121,N,Y,N,M,B,24,M,STATEN IS,MISDEMEANOR, 
2015,41,N,Y,N,M,B,30,H,BRONX,CPW, 
2015,24,N,Y,Y,M,P,20,M,MANHATTAN,CPW, 
2015,67,N,Y,N,M,B,21,H,BROOKLYN,CPW, 
2015,67,N,Y,N,M,B,22,T,BROOKLYN,CPW, 
2015,120,N,Y,N,F,B,33,M,STATEN IS,PETIT LARCENY, 
2015,105,N,Y,N,M,B,21,T,QUEENS,FEL, 
2015,122,N,N,N,M,W,25,Z,STATEN IS,GLA, 
2015,41,N,Y,N,M,B,27,M,BRONX,CPW  GUN, 
2015,107,N,Y,N,M,W,21,H,QUEENS,GRAND LARCENY, 
2015,44,N,N,N,M,B,26,M,BRONX,GLA, 
2015,67,N,Y,N,M,B,23,M,BROOKLYN,FEL, 
2015,49,N,N,N,M,B,20,T,BRONX,GLA, 
2015,83,Y,Y,Y,F,B,42,M,BROOKLYN,MISD,CRIMINAL TRESPASS
2015,83,Y,Y,Y,M,Q,21,M,BROOKLYN,MISD,CRIMINAL TRESPASS
2015,103,N,N,N,F,B,22,H,QUEENS,FELONY, 
2015,47,N,Y,N,M,B,23,T,BRONX,FEL, 
2015,41,N,N,N,M,Q,23,H,BRONX,PATRONIZING PROSTITUTION, 
2015,115,N,Y,N,M,Q,24,H,QUEENS,ASSAULT, 
2015,102,N,Y,N,M,B,22,M,QUEENS,FEL, 
2015,75,N,Y,N,M,B,28,T,BROOKLYN,ROBBERY, 
2015,75,N,Y,N,M,B,55,M,BROOKLYN,ROBBERY, 
2015,120,N,Y,N,M,A,31,M,STATEN IS,BURGLARY, 
2015,52,N,Y,N,M,Q,22,M,BRONX,FELONY, 
2015,107,N,N,N,M,W,35,M,QUEENS,GRAND LARCENY AUTO, 
2015,114,N,Y,N,M,B,25,M,QUEENS,FEL, 
2015,114,N,Y,N,M,B,24,M,QUEENS,FEL, 
2015,42,N,Y,N,M,P,201,M,BRONX,FEL, 
2015,48,N,N,N,M,Q,17,T,BRONX,MISD, 
2015,83,N,Y,N,M,B,23,M,BROOKLYN,FEL, 
2015,66,N,N,N,M,P,32,M,BROOKLYN,ASSAULT 2, 
2015,66,N,N,N,M,Q,16,T,BROOKLYN,ASSAULT 2, 
2015,72,N,N,N,M,Q,54,M,BROOKLYN,FELONY, 
2015,60,N,Y,N,M,B,32,T,BROOKLYN,ROBBERY, 
2015,5,N,Y,N,M,B,25,T,MANHATTAN,CPSP, 
2015,103,N,N,N,M,B,63,M,QUEENS,CRIMINAL TRESPASS, 
2015,13,Y,Y,Y,M,B,18,M,MANHATTAN,MISD,CPW
2015,52,N,Y,N,M,Q,33,M,BRONX,MISD, 
2015,114,N,Y,N,M,B,33,M,QUEENS,CRIMINAL TRESPASS, 
2015,32,N,N,N,F,B,23,M,MANHATTAN,ASSAULT 2, 
2015,32,N,N,N,F,B,23,M,MANHATTAN,ASSUALT 2, 
