year,pct,arstmade,frisked,searched,sex,race,age,build,city,crimsusp,arstoffn
2015,19,Y,Y,Y,M,P,37,M,MANHATTAN,FEL,PETIT LARCENY
2015,14,N,N,N,M,I,36,U,MANHATTAN,MISD, 
2015,52,N,N,N,F,B,27,T,BRONX,MISD, 
2015,120,N,N,N,M,W,20,T,STATEN IS,GLA, 
2015,108,N,Y,N,M,B,53,M,QUEENS,GLA, 
2015,108,N,Y,N,M,B,56,T,QUEENS,GLA, 
2015,107,N,N,N,M,B,18,M,QUEENS,ROBBERY, 
2015,107,N,N,N,M,Z,17,M,QUEENS,ROBBERY, 
2015,79,N,Y,N,M,B,21,T,BROOKLYN,CPW, 
2015,26,N,Y,N,M,B,28,U,MANHATTAN,CPSP, 
2015,71,N,Y,N,M,B,21,T,BROOKLYN,GRAND LARCENY, 
2015,71,N,Y,N,M,B,20,H,BROOKLYN,GRAND LARCENY, 
2015,101,N,Y,N,M,B,20,M,QUEENS,FEL, 
2015,106,Y,Y,Y,M,B,21,M,QUEENS,FELONY,ILLEGAL POSSESSION
2015,22,N,Y,N,M,Q,29,T,MANHATTAN,FELONY, 
2015,70,N,Y,N,M,B,21,M,BROOKLYN,MISD, 
2015,113,N,Y,N,F,B,42,M,QUEENS,MISDEMEANOR, 
2015,73,N,N,N,M,B,19,M,BROOKLYN,ROBBEREY, 
2015,73,N,N,N,M,B,19,T,BROOKLYN,ROBBERY, 
2015,73,N,N,N,M,B,20,M,BROOKLYN,ROBBERY, 
2015,113,N,Y,N,M,B,23,H,QUEENS,MISDEMEANOR, 
2015,83,N,Y,N,M,B,23,M,BROOKLYN,FEL, 
2015,28,N,N,N,M,B,20,T,MANHATTAN,FEL, 
2015,28,N,N,N,M,B,20,T,MANHATTAN,FEL, 
2015,28,N,N,N,M,B,20,T,MANHATTAN,FEL, 
2015,47,Y,Y,Y,M,B,29,T,BRONX,MISD,CT
2015,32,N,Y,N,M,B,60,T,MANHATTAN,CPW/CPCS, 
2015,40,Y,Y,Y,M,B,17,T,BRONX,CRIM TRES,CRIM TRES
2015,120,N,N,N,M,W,40,M,STATEN IS,GLA / CPSP AUTO, 
2015,106,N,N,N,M,Z,49,M,QUEENS,FELONY, 
2015,120,N,N,N,M,Q,48,M,STATEN IS,BURGLARY, 
2015,106,N,N,N,M,W,41,T,QUEENS,FELONY, 
2015,106,N,N,N,M,Q,30,M,QUEENS,FELONY, 
2015,70,N,Y,N,M,W,42,T,BROOKLYN,FELONY/RECKLESS ENDANGERMENT, 
2015,83,N,N,N,M,B,27,H,BROOKLYN,FEL, 
2015,83,N,N,N,M,B,33,H,BROOKLYN,FEL, 
2015,83,N,N,N,M,P,32,M,BROOKLYN,FEL, 
2015,106,N,N,N,M,B,30,H,QUEENS,FELONY, 
2015,7,N,N,N,M,Q,23,T,MANHATTAN,MISD, 
2015,121,N,N,N,M,W,23,M,STATEN IS,FELONY, 
2015,121,N,N,N,M,W,28,M,STATEN IS,FELONY, 
2015,19,N,N,N,M,B,18,T,MANHATTAN,MISD, 
2015,120,N,Y,N,M,B,26,M,STATEN IS,GLA, 
2015,66,N,Y,N,M,B,45,M,BROOKLYN,MISD, 
2015,121,N,N,N,M,B,30,M,STATEN IS,FELONY, 
2015,103,N,Y,N,M,B,47,H,QUEENS,ASSAULT/CPW, 
2015,103,N,Y,N,Z,Z,46,H,QUEENS,ASSAULT/ CPW, 
2015,121,N,Y,N,F,Q,17,T,STATEN IS,FELONY, 
2015,121,N,Y,N,M,B,22,M,STATEN IS,FELONY, 
2015,121,N,Y,N,M,B,21,T,STATEN IS,FELONY, 
2015,121,N,Y,N,M,Q,22,M,STATEN IS,FELONY, 
2015,23,N,Y,N,M,B,27,M,MANHATTAN,F, 
2015,49,N,Y,Y,M,B,57,H,BRONX,BURGLARY, 
2015,49,N,Y,Y,M,B,21,H,BRONX,BURGLARY, 
2015,40,Y,Y,Y,M,B,27,T,BRONX,CPW / ROBBERY,CPW
2015,40,Y,Y,Y,M,Q,18,T,BRONX,CPW / ROBBERY,CPW
2015,47,Y,Y,Y,M,Q,18,M,BRONX,MISD,CPM
2015,79,N,Y,N,M,B,20,T,BROOKLYN,FEL, 
2015,40,N,Y,N,M,B,20,M,BRONX,ROBBERY, 
2015,52,N,Y,N,M,B,21,T,BRONX,MISD, 
2015,52,N,Y,N,M,Q,18,M,BRONX,MISD, 
2015,71,N,Y,N,M,B,28,M,BROOKLYN,FEL, 
2015,114,N,Y,N,M,B,22,T,QUEENS,MISD, 
2015,114,N,N,N,M,P,29,M,QUEENS,FEL, 
2015,114,N,Y,N,M,P,31,M,QUEENS,FEL, 
2015,120,N,Y,N,M,B,19,M,STATEN IS,GLA / CPSP AUTO, 
2015,120,N,Y,N,M,B,19,M,STATEN IS,GLA / CPSP, 
2015,120,N,Y,N,M,B,20,M,STATEN IS,GLA / CPSP - AUTO, 
2015,40,Y,Y,Y,M,Q,19,T,BRONX,ROBBERY,ROBBERY
2015,40,Y,Y,N,M,Q,21,M,BRONX,ROBBERY,ROBBERY
2015,70,N,Y,N,M,B,24,M,BROOKLYN,FEL, 
2015,79,Y,Y,Y,M,B,24,M,BROOKLYN,CPW,MENACING
2015,40,N,Y,N,M,B,38,M,BRONX,CRIM TRES, 
2015,47,N,N,N,M,B,26,T,BRONX,FEL/ASSAULT, 
2015,71,Y,Y,Y,M,B,45,T,BROOKLYN,CPW,CPW
2015,50,N,N,N,M,W,53,T,BRONX,FELONY, 
2015,5,N,N,N,M,B,28,H,MANHATTAN,GRAND LARCENY, 
2015,9,N,N,N,M,B,35,M,MANHATTAN,BURGLARY, 
2015,14,Y,N,N,M,Q,37,T,MANHATTAN,MISD,130.52
2015,60,N,N,N,M,B,19,M,BROOKLYN,ASSAULT 2, 
2015,106,N,N,N,M,B,23,T,QUEENS,FELONY, 
2015,106,N,N,N,M,B,20,T,QUEENS,FELONY, 
2015,106,N,N,N,M,B,22,M,QUEENS,FELONY, 
2015,106,N,N,N,M,B,37,H,QUEENS,FELONY, 
2015,106,N,N,N,M,B,22,T,QUEENS,FELONY, 
2015,62,N,Y,N,M,W,25,T,BROOKLYN,FEL, 
2015,73,N,Y,N,M,B,21,T,BROOKLYN,FEL, 
2015,76,N,N,N,M,B,57,M,BROOKLYN,GRAND LARCENY, 
2015,77,N,Y,N,M,B,31,T,BROOKLYN,F, 
2015,113,N,Y,N,M,B,16,M,QUEENS,FELONY, 
2015,22,N,N,N,M,Q,29,M,MANHATTAN,MISD, 
2015,77,N,N,N,M,B,52,T,BROOKLYN,M, 
2015,110,Y,Y,Y,M,P,16,M,QUEENS,FELONY,GRAND LARCENY
2015,17,Y,Y,Y,M,W,49,T,MANHATTAN,MISD,265.01
2015,107,N,N,N,M,B,31,M,QUEENS,MISD, 
2015,106,Y,Y,Y,M,B,15,T,QUEENS,FELONY,ROBBERY
2015,106,N,Y,N,M,B,14,M,QUEENS,FELONY, 
2015,106,N,Y,N,M,B,14,Z,QUEENS,FELONY, 
2015,106,N,Y,N,M,B,16,M,QUEENS,FELONY, 
2015,106,N,N,N,M,B,17,H,QUEENS,FELONY, 
2015,106,N,Y,N,M,B,16,M,QUEENS,FELONY, 
2015,106,N,Y,Y,M,P,17,T,QUEENS,FELONY, 
2015,32,N,Y,N,F,B,26,T,MANHATTAN,CPW, 
2015,107,N,N,N,M,B,19,M,QUEENS,ROBBERY, 
2015,107,N,Y,Y,M,W,28,T,QUEENS,CPW, 
2015,107,N,N,N,M,B,18,M,QUEENS,ROBBERY, 
2015,101,Y,Y,N,M,B,24,M,QUEENS,FELONY,CPFI
2015,101,Y,Y,N,M,B,28,M,QUEENS,FELONY,CPFI
2015,101,Y,Y,N,M,Q,23,M,QUEENS,FELONY,CPFI
2015,107,N,N,N,Z,Z,19,M,QUEENS,GRAND LARCENY, 
2015,114,N,Y,N,M,Q,28,T,QUEENS,FEL, 
2015,114,N,N,N,M,W,45,M,QUEENS,MISD, 
2015,107,N,Y,Y,F,A,17,M,QUEENS,ASSAULT/CPW, 
2015,76,Y,N,Y,F,Q,51,T,BROOKLYN,MISD,CRIMINAL TRESPASS
2015,61,N,Y,N,M,W,26,M,BROOKLYN,FEL, 
2015,61,N,Y,N,M,W,21,M,BROOKLYN,FEL, 
2015,61,N,Y,N,M,W,22,M,BROOKLYN,FEL, 
2015,122,N,N,N,M,Q,43,M,STATEN IS,BURG, 
2015,106,Y,Y,Y,M,W,21,T,QUEENS,FELONY,PL 220.16
2015,47,Y,Y,Y,M,Q,20,M,BRONX,MISD,CT
2015,114,N,N,N,M,Q,18,H,QUEENS,FEL, 
2015,114,N,N,N,M,W,25,M,QUEENS,FEL, 
2015,14,N,N,N,M,B,24,H,MANHATTAN,FELONY, 
2015,25,Y,Y,Y,M,Q,17,M,MANHATTAN,M,265.02
2015,122,Y,Y,Y,M,Q,39,M,STATEN IS,ASS3,ASSAULT 3/MENACING
2015,121,N,N,N,M,W,37,T,STATEN IS,MISDEMEANOR, 
2015,121,N,N,N,F,B,49,T,STATEN IS,MISDEMEANOR, 
2015,121,N,Y,N,M,B,30,H,STATEN IS,MISDEMEANOR, 
2015,106,N,N,N,M,W,24,T,QUEENS,FELONY, 
2015,19,N,N,N,M,B,20,T,MANHATTAN,MISD, 
2015,67,N,Y,N,M,B,28,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,33,M,BROOKLYN,FEL, 
2015,67,N,Y,Y,M,B,22,T,BROOKLYN,FEL, 
2015,32,Y,Y,Y,M,B,45,T,MANHATTAN,FELONY,CPCS
2015,71,Y,N,N,M,B,28,M,BROOKLYN,ASSAULT 3,ASSAULT 3
2015,73,N,N,N,M,B,35,T,BROOKLYN,MISD, 
2015,81,N,Y,N,Z,Z,25,M,BROOKLYN,CPW, 
2015,122,N,Y,N,M,W,51,T,STATEN IS,COMM BURG, 
2015,67,N,Y,N,M,B,24,M,BROOKLYN,FEL, 
2015,101,N,N,N,M,B,35,T,QUEENS,CPW, 
2015,114,N,Y,N,M,B,35,T,QUEENS,FEL, 
2015,70,N,Y,N,M,B,33,T,BROOKLYN,CPW, 
2015,70,N,Y,N,M,B,30,H,BROOKLYN,FEL, 
2015,70,N,Y,N,M,B,33,M,BROOKLYN,FEL, 
2015,104,Y,Y,N,M,Q,17,M,QUEENS,PETIT LARCENY,PETIT LARCENY
2015,50,N,N,N,M,W,24,T,BRONX,FELONY, 
2015,66,Y,Y,Y,M,A,32,H,BROOKLYN,MISD,220.03
2015,49,N,N,N,M,W,20,T,BRONX,GLA, 
2015,24,Y,Y,Y,F,W,27,T,MANHATTAN,CRIMINAL TRESPASS,M15643132Q
2015,24,Y,Y,Y,M,W,34,M,MANHATTAN,CRIMINAL TRESPASS,CT
2015,94,N,N,N,M,W,33,T,BROOKLYN,FELONY, 
2015,10,N,Y,N,M,Q,47,M,MANHATTAN,MISDEMEANOR, 
2015,25,N,Y,N,F,B,15,T,MANHATTAN,ROBBERY, 
2015,17,N,N,N,M,P,42,M,MANHATTAN,MISD, 
2015,75,N,Y,Y,M,B,24,H,BROOKLYN,GLA, 
2015,112,N,N,N,M,B,19,T,QUEENS,FEL/BURG, 
2015,13,N,N,N,M,Q,45,T,MANHATTAN,FELONY, 
2015,19,N,Y,N,M,W,57,H,MANHATTAN,FEL, 
2015,19,Y,Y,Y,M,B,45,H,MANHATTAN,MISD,PETITT LARCENY
2015,73,Y,Y,Y,M,Q,57,M,BROOKLYN,CPW,CPW
2015,77,N,N,N,F,B,24,T,BROOKLYN,CPCS, 
2015,45,N,N,N,M,P,47,H,BRONX,MISD, 
2015,77,N,Y,N,M,B,38,T,BROOKLYN,M, 
2015,45,N,Y,N,M,A,17,M,BRONX,MISD, 
2015,107,N,N,N,M,A,16,T,QUEENS,ROBBERY, 
2015,107,N,Y,N,M,B,15,T,QUEENS,ROBBERY, 
2015,5,N,N,N,M,P,34,H,MANHATTAN,PETIT LARCENY, 
2015,107,N,Y,N,M,Q,16,M,QUEENS,ROBBERY, 
2015,107,N,N,N,M,Q,16,T,QUEENS,ROBBERY, 
2015,107,N,N,N,M,Q,16,T,QUEENS,ROBBERY, 
2015,107,Y,Y,Y,M,A,17,T,QUEENS,PETIT LARCENY,CRIMINAL TRESPASS
2015,107,Y,Y,Y,M,A,28,T,QUEENS,PETIT LARCENY,PETIT LARCENY
2015,107,Y,Y,Y,M,A,19,T,QUEENS,PETIT LARCENY,CRIMINAL TRESPASS
2015,101,Y,Y,Y,M,B,24,M,QUEENS,FELONY,CPW
2015,115,N,Y,Y,M,B,34,T,QUEENS,FORCIBLE TOUCHING, 
2015,70,N,N,N,M,W,44,T,BROOKLYN,FELONY/GLA, 
2015,110,N,N,N,M,Q,27,M,QUEENS,PETIT LARCENY, 
2015,106,N,N,N,M,I,27,M,QUEENS,FELONY, 
2015,42,Y,Y,Y,M,Q,30,M,BRONX,MISD,CPM
2015,67,N,N,N,M,B,31,M,BROOKLYN,GLA, 
2015,102,Y,Y,N,M,Q,34,M,QUEENS,MISD,GRAFFITI
2015,71,N,Y,N,F,B,19,M,BROOKLYN,FEL, 
2015,71,N,Y,N,F,B,22,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,15,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,23,M,BROOKLYN,FELONY, 
2015,67,N,Y,N,M,B,16,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,23,M,BROOKLYN,FEL, 
2015,66,N,Y,N,M,W,25,H,BROOKLYN,FELONY, 
2015,10,N,Y,Y,M,Q,42,T,MANHATTAN,MISDEMEANOR, 
2015,106,N,N,N,F,W,23,T,QUEENS,FELONY, 
2015,106,N,N,N,F,W,26,T,QUEENS,FELONY, 
2015,43,Y,Y,Y,M,B,51,M,BRONX,MISD,CT
2015,10,N,N,N,M,B,30,H,MANHATTAN,MISDEMEANOR, 
2015,45,N,Y,N,M,B,25,T,BRONX,FEL, 
2015,45,N,N,N,M,P,25,T,BRONX,FEL, 
2015,44,N,Y,N,M,B,18,T,BRONX,CPW, 
2015,32,Y,Y,N,M,Q,17,T,MANHATTAN,ROBBERY,ROBBERY
2015,114,N,Y,N,M,B,40,M,QUEENS,FEL, 
2015,66,N,N,N,M,B,31,M,BROOKLYN,FEL, 
2015,44,N,Y,Y,M,B,18,T,BRONX,ASSAULT & CPW, 
2015,44,N,Y,Y,M,B,20,T,BRONX,ASSAULT & CPW, 
2015,44,N,Y,Y,M,B,18,T,BRONX,ASSAULT AND CPW, 
2015,47,N,Y,Y,M,P,26,H,BRONX,FEL/CPW, 
2015,47,N,Y,N,M,B,23,M,BRONX,FEL/CPW, 
2015,48,N,N,N,M,B,19,T,BRONX,CRIMINAL TRESPASS, 
2015,48,N,N,N,M,B,35,M,BRONX,CRIMINAL TRESPASS, 
2015,40,N,Y,N,M,B,21,T,BRONX,CPW, 
2015,66,N,Y,N,M,I,18,T,BROOKLYN,FELONY, 
2015,50,N,N,N,F,P,40,H,BRONX,FELONY, 
2015,50,N,N,N,M,P,30,T,BRONX,FELONY, 
2015,9,Y,Y,N,M,P,32,T,MANHATTAN,FELONY,CPSP
2015,70,N,Y,N,M,B,38,T,BROOKLYN,FELONY/CPW, 
2015,47,N,N,N,M,B,14,T,BRONX,FEL/BURG, 
2015,75,N,Y,Y,M,B,41,H,BROOKLYN,CPW, 
2015,49,N,N,N,M,B,61,T,BRONX,FEL, 
2015,25,N,Y,N,M,A,32,T,MANHATTAN,CPW, 
2015,25,N,Y,N,M,B,27,T,MANHATTAN,CPW, 
2015,25,N,N,N,M,B,30,M,MANHATTAN,CPW, 
2015,32,N,Y,N,M,B,17,M,MANHATTAN,ROBBERY, 
2015,25,N,N,N,M,B,30,M,MANHATTAN,ROBBERY, 
2015,25,N,N,N,M,Q,22,M,MANHATTAN,CPW, 
2015,75,Y,Y,Y,M,B,17,T,BROOKLYN,CPW,265.03
2015,115,N,Y,N,M,B,15,T,QUEENS,ASSAULT, 
2015,115,N,Y,N,M,B,16,T,QUEENS,ASSAULT, 
2015,113,N,N,N,M,B,38,M,QUEENS,FELONY, 
2015,111,N,N,N,M,W,23,M,QUEENS,FEL, 
2015,114,N,N,N,M,B,22,M,QUEENS,FEL, 
2015,10,N,Y,N,M,W,49,T,MANHATTAN,FELONY, 
2015,49,N,N,N,M,Q,52,M,BRONX,CPW, 
2015,28,N,Y,N,M,B,34,M,MANHATTAN,CPW, 
2015,106,N,Y,N,M,B,24,T,QUEENS,FELONY, 
2015,25,N,Y,N,M,B,25,T,MANHATTAN,CPW, 
2015,49,N,Y,N,M,Q,22,T,BRONX,CPW, 
2015,43,Y,N,N,M,B,23,M,BRONX,MISD,CT
2015,42,Y,Y,N,F,Z,23,M,BRONX,CRIMINAL TRESPASS,CRIMINAL TRESPASS
2015,42,Y,Y,Y,M,Z,30,M,BRONX,CRIMINAL TRESPASS,CRIMINAL TRESPASS
2015,42,Y,Y,Y,M,Z,21,M,BRONX,CRIMINAL TRESPASS,CRIMINAL TRESPASS
2015,49,N,Y,N,M,Q,41,M,BRONX,CPW, 
2015,63,N,N,N,M,B,23,M,BROOKLYN,FEL, 
2015,49,N,Y,N,M,Q,38,M,BRONX,CPW, 
2015,42,N,Y,N,M,B,45,M,BRONX,CPW, 
2015,47,Y,N,Y,Z,Z,54,H,BRONX,MISD,CT
2015,70,N,Y,N,M,B,28,T,BROOKLYN,FEL, 
2015,70,N,Y,N,M,B,28,T,BROOKLYN,FEL, 
2015,70,N,Y,N,M,B,22,T,BROOKLYN,FEL, 
2015,71,N,Y,N,M,B,23,M,BROOKLYN,ASSAULT 2, 
2015,71,N,Y,N,M,B,28,H,BROOKLYN,ASSAULT 2, 
2015,106,N,Y,Y,M,P,69,M,QUEENS,FELONY, 
2015,44,N,Y,N,M,B,20,T,BRONX,CPW, 
2015,49,N,Y,N,M,B,21,U,BRONX,CPW / MARIJUANA, 
2015,49,N,Y,N,M,B,30,M,BRONX,CPW, 
2015,42,N,N,N,M,B,20,T,BRONX,MISD, 
2015,49,N,Y,N,M,B,24,T,BRONX,CPW, 
2015,122,Y,Y,Y,M,W,27,T,STATEN IS,P LARCENY FROM AUTO,CPCS
2015,49,N,Y,N,M,Q,19,T,BRONX,CPW, 
2015,49,N,N,N,M,A,23,T,BRONX,CPW, 
2015,49,N,N,N,M,Q,22,M,BRONX,CPW, 
2015,49,N,Y,N,M,B,40,M,BRONX,CPW, 
2015,49,N,N,N,M,B,35,M,BRONX,CPW, 
2015,49,N,N,N,M,B,33,M,BRONX,CPW, 
2015,49,N,N,N,M,Q,24,T,BRONX,CPW, 
2015,120,N,N,N,M,B,26,M,STATEN IS,GLA, 
2015,67,N,Y,N,M,B,19,T,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,21,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,22,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,20,M,BROOKLYN,FEL, 
2015,23,N,Y,N,M,B,16,T,MANHATTAN,F, 
2015,23,N,Y,N,M,B,19,T,MANHATTAN,F, 
2015,114,N,Y,N,M,B,42,H,QUEENS,FEL, 
2015,47,Y,Y,N,M,B,21,M,BRONX,MISD,CPM
2015,67,N,Y,N,M,B,34,M,BROOKLYN,FEL, 
2015,40,N,Y,N,M,B,18,M,BRONX,CPW, 
2015,23,N,Y,Y,M,B,25,T,MANHATTAN,FEL, 
2015,67,N,Y,N,F,B,17,T,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,18,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,17,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,17,M,BROOKLYN,FEL, 
2015,107,N,N,N,M,A,23,M,QUEENS,ASSAULT, 
2015,47,N,N,N,Z,B,22,M,BRONX,FEL/CPW, 
2015,45,N,N,N,M,B,20,M,BRONX,FELONY, 
2015,120,N,N,N,M,Q,25,M,STATEN IS,ASSAULT, 
2015,109,N,N,N,M,Q,21,T,QUEENS,ASSAULT 2, 
2015,109,N,N,N,M,W,21,M,QUEENS,ASSAULT 2, 
2015,40,N,Y,N,M,B,28,M,BRONX,ASSAULT 2, 
2015,34,N,Y,N,M,P,26,M,MANHATTAN,FEL, 
2015,102,N,N,N,F,B,32,M,QUEENS,GLA, 
2015,102,N,N,N,M,B,33,T,QUEENS,GLA, 
2015,103,N,Y,N,M,A,59,T,QUEENS,MISD, 
2015,20,N,Y,Y,M,B,81,M,MANHATTAN,MISD, 
2015,60,N,N,N,F,B,18,M,BROOKLYN,GRAND LARCENY, 
2015,60,N,Y,N,M,B,18,T,BROOKLYN,GRAND LARCENY, 
2015,60,N,N,N,M,B,49,M,BROOKLYN,FELPNY, 
2015,32,N,N,N,Z,Z,37,T,MANHATTAN,CPM 5, 
2015,75,N,Y,N,M,B,48,T,BROOKLYN,CPW, 
2015,18,N,Y,N,M,B,25,M,MANHATTAN,MISD, 
2015,18,N,Y,Y,M,Q,18,T,MANHATTAN,MISD, 
2015,44,N,Y,N,M,Q,21,M,BRONX,CPW, 
2015,90,N,N,N,M,Q,49,T,BROOKLYN,GLA, 
2015,101,N,Y,N,M,B,14,T,QUEENS,FELONY, 
2015,44,N,Y,N,M,Q,24,H,BRONX,CPW, 
2015,109,N,Y,N,M,A,43,H,QUEENS,CPCS, 
2015,114,N,Y,N,M,B,28,T,QUEENS,MISD, 
2015,115,N,N,N,M,B,15,T,QUEENS,BURGLARY, 
2015,9,Y,N,N,M,W,20,T,MANHATTAN,MAKING GRAFITTI,CRIMINAL MISCHIEF
2015,110,N,Y,Y,M,Q,53,T,QUEENS,FELONY, 
2015,45,N,Y,N,M,Q,45,M,BRONX,MISD, 
2015,107,N,N,N,M,B,13,T,QUEENS,CRIMINAL TRESPASS, 
2015,107,N,N,N,M,B,14,T,QUEENS,CRIMINAL TRESPASS, 
2015,121,N,Y,N,M,Q,21,M,STATEN IS,FELONY, 
2015,106,N,N,N,M,A,18,T,QUEENS,FELONY, 
2015,106,N,N,N,M,A,18,T,QUEENS,FELONY, 
2015,106,N,N,N,M,A,17,T,QUEENS,FELONY, 
2015,106,N,N,N,M,B,18,T,QUEENS,FELONY, 
2015,121,N,Y,N,M,B,26,M,STATEN IS,FELONY, 
2015,121,N,Y,N,M,B,25,M,STATEN IS,FELONY, 
2015,112,N,N,N,M,W,20,T,QUEENS,MISD/ASSAULT, 
2015,112,N,N,N,M,W,21,T,QUEENS,MISD/ASSAULT, 
2015,121,N,N,N,M,Q,21,M,STATEN IS,FELONY, 
2015,121,N,N,N,M,B,23,M,STATEN IS,FELONY, 
2015,73,N,Y,N,M,B,52,T,BROOKLYN,PETIT LARCENY, 
2015,110,N,Y,N,M,Q,23,M,QUEENS,CPW, 
2015,41,N,Y,N,M,Q,24,M,BRONX,CPW, 
2015,41,Y,Y,N,M,B,37,M,BRONX,BURGLARY,CPCS
2015,47,Y,Y,Y,F,B,20,T,BRONX,MISD,CT
2015,47,Y,Y,Y,M,P,25,T,BRONX,MISD,CT
2015,75,N,Y,N,F,B,15,T,BROOKLYN,CPW, 
2015,75,N,Y,N,M,B,15,T,BROOKLYN,CPW, 
2015,13,N,Y,N,M,Q,42,T,MANHATTAN,MISD, 
2015,67,N,Y,N,M,B,22,M,BROOKLYN,FEL, 
2015,67,N,Y,N,M,B,21,M,BROOKLYN,FEL, 
2015,47,Y,Y,Y,M,B,28,T,BRONX,MISD,CT
2015,41,N,Y,N,M,Q,20,T,BRONX,ASSAULT, 
2015,83,N,Y,N,M,Q,21,T,BROOKLYN,FEL, 
2015,83,N,Y,N,M,Q,23,M,BROOKLYN,FEL, 
2015,84,N,N,N,F,B,19,T,BROOKLYN,ASSAULT, 
2015,84,N,N,N,M,B,20,T,BROOKLYN,ASSAULT, 
2015,84,N,N,N,M,B,49,T,BROOKLYN,ASSAULT, 
2015,84,N,N,N,M,B,20,T,BROOKLYN,ASSAULT, 
2015,78,N,N,N,M,Q,30,H,BROOKLYN,PUBLIC LEWDNESS, 
2015,84,N,N,N,M,Q,99,Z,BROOKLYN,ASSAULT, 
2015,23,N,Y,Y,M,B,14,T,MANHATTAN,FEL, 
2015,23,N,Y,Y,M,B,21,M,MANHATTAN,FEL, 
2015,23,N,Y,Y,M,B,15,M,MANHATTAN,FEL, 
2015,83,N,Y,N,M,B,21,M,BROOKLYN,FEL, 
2015,23,N,Y,Y,M,B,25,H,MANHATTAN,FEL, 
2015,30,N,N,N,M,B,20,M,MANHATTAN,FEL  / ROBBERY, 
2015,103,N,N,N,M,P,12,M,QUEENS,MISD, 
2015,104,Y,Y,Y,M,W,45,M,QUEENS,BURGLARY,PL 140
2015,75,N,Y,N,M,B,25,M,BROOKLYN,CRIM MIS, 
2015,75,N,Y,N,M,B,22,M,BROOKLYN,CRIM MIS, 
2015,107,N,Y,N,M,B,15,M,QUEENS,ROBBERY, 
2015,107,N,Y,N,M,B,14,M,QUEENS,ROBBERY, 
2015,107,N,Y,N,M,B,15,M,QUEENS,ROBBERY, 
2015,62,N,Y,Y,M,B,52,T,BROOKLYN,FEL, 
2015,106,Y,Y,N,M,Q,26,M,QUEENS,FELONY,ROBBERY
2015,61,N,Y,N,M,B,13,T,BROOKLYN,FELONY, 
2015,61,N,Y,N,M,P,12,T,BROOKLYN,FELONY, 
2015,42,N,N,N,Z,Z,15,Z,BRONX,ROBBERY, 
2015,47,N,N,N,M,B,23,U,BRONX,"CPW, ASSAULT", 
2015,79,N,Y,N,M,B,18,T,BROOKLYN,CPW, 
2015,42,N,Y,N,M,P,25,Z,BRONX,CPW FIREARMS, 
2015,40,Y,Y,Y,M,P,35,T,BRONX,THEFT OF SERVICES,PL 165.15 (07)
2015,43,N,Y,Y,M,B,15,T,BRONX,MISD, 
2015,60,N,Y,N,M,B,16,M,BROOKLYN,ROBBERY, 
2015,60,N,Y,N,M,Q,19,M,BROOKLYN,ROBBERY, 
2015,60,Y,Y,N,M,W,16,M,BROOKLYN,ROBBERY,GRAND LARCENY
2015,81,N,Y,N,F,B,24,T,BROOKLYN,CPW, 
2015,81,N,Y,N,M,B,24,T,BROOKLYN,CPW, 
2015,81,N,Y,N,M,B,25,T,BROOKLYN,CPW, 
2015,70,Y,Y,N,M,B,34,M,BROOKLYN,FELONY/GLA,UUV
2015,123,Y,Y,Y,M,W,28,M,STATEN IS,MISD,165.05
2015,77,N,Y,N,M,B,40,M,BROOKLYN,FEL, 
2015,109,Y,Y,N,M,P,46,M,QUEENS,GRAND LARCENY,GRAND LARCENY
2015,109,Y,Y,N,M,P,40,M,QUEENS,GRAND LARCENY,GRAND LARCENY
2015,75,Y,N,Y,M,Q,37,H,BROOKLYN,MISD,CPM
2015,44,N,Y,N,M,P,18,H,BRONX,CPW, 
2015,44,N,Y,N,M,Q,15,M,BRONX,CPW, 
2015,44,N,Y,N,M,Q,16,T,BRONX,ASSAULT/CPW, 
2015,60,N,N,N,M,B,34,T,BROOKLYN,MISD, 
2015,43,Y,N,N,M,P,20,T,BRONX,MISD,CT
2015,32,N,Y,Y,M,B,57,H,MANHATTAN,FEL, 
2015,94,N,Y,Y,M,P,14,H,BROOKLYN,FELONY, 
2015,66,N,Y,N,M,W,23,M,BROOKLYN,FELONY, 
2015,113,Y,N,N,M,B,19,M,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF
2015,113,Y,N,N,M,B,19,M,QUEENS,CRIMINAL MISCHIEF,CRIMINAL MISCHEIF
2015,114,N,Y,N,F,B,14,T,QUEENS,FEL, 
2015,114,N,Y,N,F,B,16,T,QUEENS,FEL, 
2015,114,N,Y,N,F,B,18,T,QUEENS,FEL, 
2015,114,Y,Y,Y,F,Q,17,T,QUEENS,FEL,CPW
2015,114,Y,Y,Y,M,B,17,T,QUEENS,FEL,CPW
