year,pct,sex,race,age,build,city,crimsusp
2014,69,M,B,17,T,BROOKLYN,GRAND LARCENY
2014,101,M,B,15,T,QUEENS,CPW`
2014,101,M,B,17,T,QUEENS,CPW
2014,120,M,B,16,M,STATEN ISLAND,GRAND LARCENY
2014,120,M,B,19,M,STATEN ISLAND,GRAND LARCENY
2014,120,M,B,19,M,STATEN ISLAND,GRAND LARCENY
2014,90,F,Q,17,M,BROOKLYN,CRIM TRES
2014,120,M,B,19,M,STATEN ISLAND,PETIT LARCENY
2014,90,M,P,18,M,BROOKLYN,CRIM TRES
2014,111,M,W,25,M,QUEENS,FEL
2014,111,M,W,20,M,QUEENS,FEL
2014,107,M,A,16,M,QUEENS,ROBBERY
2014,19,M,B,44,M,MANHATTAN,MISD
2014,1,F,W,76,T,MANHATTAN,FEL
2014,84,M,B,15,Z,BROOKLYN,CPM
2014,84,M,B,17,Z,BROOKLYN,CPM
2014,84,M,B,16,T,BROOKLYN,CPM
2014,84,M,B,16,T,BROOKLYN,CPM
2014,17,M,P,59,M,MANHATTAN,FEL
2014,84,M,W,15,T,BROOKLYN,CPM
2014,84,M,B,17,T,BROOKLYN,CPM
2014,90,M,A,**,T,BROOKLYN,MIS
2014,90,M,B,15,T,BROOKLYN,MIS
2014,90,M,B,16,M,BROOKLYN,FEL
2014,121,M,B,14,T,STATEN ISLAND,ROBBERY
2014,121,M,B,12,T,STATEN ISLAND,ROBBERY
2014,121,M,B,15,T,STATEN ISLAND,ROBBERY
2014,90,M,B,17,T,BROOKLYN,FEL
2014,60,M,B,23,T,BROOKLYN,CPW
2014,60,M,B,19,M,BROOKLYN,CPW
2014,60,M,B,19,M,BROOKLYN,CPW
2014,60,M,P,26,H,BROOKLYN,CPW
2014,112,M,Q,21,M,QUEENS,FEL
2014,112,M,Q,24,H,QUEENS,FEL
2014,75,M,B,15,T,BROOKLYN,BURGLARY
2014,75,M,B,18,M,BROOKLYN,BURGLARY
2014,75,M,B,17,M,BROOKLYN,BURGLARY
2014,75,M,B,15,H,BROOKLYN,BURGLARY
2014,102,M,A,20,M,QUEENS,FELONY
2014,122,F,B,26,T,STATEN ISLAND,ROBB
2014,123,F,W,22,T,STATEN ISLAND,FELONY
2014,84,M,B,56,M,BROOKLYN,GRAND LARCENY (FEL)
2014,44,M,B,16,T,BRONX,ROBBERY
2014,79,M,B,19,M,BROOKLYN,CPW
2014,76,M,W,30,T,BROOKLYN,MISD
2014,121,M,W,23,T,STATEN ISLAND,CSCS
2014,123,M,W,25,T,STATEN ISLAND,FELONY
2014,60,M,B,27,M,BROOKLYN,CPW
2014,73,M,B,18,M,BROOKLYN,CPW
2014,67,M,B,35,Z,BROOKLYN,FEL
2014,62,M,W,23,T,BROOKLYN,CSCS
2014,62,M,W,23,M,BROOKLYN,CSCS
2014,73,M,Q,25,M,BROOKLYN,FEL
2014,24,F,B,53,T,MANHATTAN,CT
2014,60,M,B,22,M,BROOKLYN,FELONY
2014,60,M,Q,32,M,BROOKLYN,FELONY
2014,44,M,B,30,M,BRONX,ROBBERY
2014,121,F,W,36,T,STATEN ISLAND,CPCS
2014,19,M,B,26,M,MANHATTAN,FEL
2014,44,M,B,33,T,BRONX,CPW
2014,84,M,B,18,M,BROOKLYN,GRAND LARCENY (FEL)
2014,84,M,B,18,Z,BROOKLYN,GRAND LARCENY (FEL)
2014,114,M,B,24,T,QUEENS,CRIMINAL TRESPASS
2014,84,M,B,17,Z,BROOKLYN,GRAND LARCENY (FEL)
2014,42,M,B,26,M,BRONX,MISD
2014,90,M,B,26,M,BROOKLYN,FEL
2014,105,M,B,18,M,QUEENS,FELONY
2014,44,M,B,23,T,BRONX,CPW
2014,121,M,B,49,H,STATEN ISLAND,CPCS
2014,105,M,B,20,M,QUEENS,FELONY
2014,105,M,B,20,H,QUEENS,FELONY
2014,114,M,B,29,M,QUEENS,CPM
2014,61,M,U,24,T,BROOKLYN,FELONY
2014,79,M,B,16,T,BROOKLYN,CPW
2014,79,M,B,17,T,BROOKLYN,CPW
2014,79,M,B,13,T,BROOKLYN,CPW
2014,72,M,B,17,T,BROOKLYN,FELONY
2014,72,M,B,17,M,BROOKLYN,FELONY
2014,71,M,B,25,M,BROOKLYN,FELONY
2014,41,M,B,28,T,BRONX,CRIMINAL MISCHIEF
2014,69,M,B,32,M,BROOKLYN,CPW
2014,120,M,Z,22,M,STATEN ISLAND,CRIM TRES
2014,42,M,P,17,T,BRONX,MISD
2014,113,F,B,40,M,QUEENS,FELONG
2014,34,F,Q,23,M,MANHATTAN,FELONY
2014,34,M,P,24,T,MANHATTAN,FELONY
2014,34,M,Q,27,Z,MANHATTAN,FELONY
2014,113,F,B,31,T,QUEENS,FELONY
2014,79,M,B,14,M,BROOKLYN,CPW
2014,79,M,B,14,M,BROOKLYN,CPW
2014,79,M,B,15,M,BROOKLYN,CPW
2014,121,M,B,22,T,STATEN ISLAND,CPW
2014,41,M,B,21,M,BRONX,CRIMINAL TRESPASS
2014,20,M,B,16,T,MANHATTAN,FELONY
2014,20,M,W,16,T,MANHATTAN,MISD
2014,112,M,Q,27,M,QUEENS,FEL
2014,113,F,B,26,T,QUEENS,FELONY
2014,69,M,B,34,M,BROOKLYN,CPW
2014,88,F,B,51,T,BROOKLYN,CRIMINAL TRESPASS
2014,44,M,B,44,T,BRONX,GLA
2014,69,M,B,23,M,BROOKLYN,ROBBERY
2014,69,M,B,22,T,BROOKLYN,ROBBERY
2014,62,M,W,32,M,BROOKLYN,BURGLARY
2014,120,M,B,15,T,STATEN ISLAND,CPW
2014,120,M,B,16,T,STATEN ISLAND,CPW
2014,120,M,B,15,T,STATEN ISLAND,CPW
2014,120,M,B,14,T,STATEN ISLAND,CPW
2014,113,M,B,28,T,QUEENS,FELONY
2014,113,M,B,52,M,QUEENS,FELONY
2014,122,M,Q,23,T,STATEN ISLAND,BURG
2014,122,M,Q,26,T,STATEN ISLAND,BURG
2014,72,M,B,17,M,BROOKLYN,FEL
2014,72,M,B,20,M,BROOKLYN,FEL
2014,100,M,B,44,M,QUEENS,FEL
2014,44,M,B,38,M,BRONX,CPW
2014,72,M,B,21,M,BROOKLYN,FEL
2014,122,F,W,55,T,STATEN ISLAND,CSCS
2014,122,M,B,55,T,STATEN ISLAND,CSCS
2014,120,M,B,25,T,STATEN ISLAND,ROBBERY
2014,108,M,Q,17,M,QUEENS,CPW
2014,52,M,B,15,T,BRONX,FELONY
2014,52,M,P,18,T,BRONX,FELONY
2014,52,M,Q,15,T,BRONX,FELONY
2014,5,M,B,25,T,MANHATTAN,CPM
2014,5,M,B,25,T,MANHATTAN,CPM
2014,113,F,B,27,M,QUEENS,FELONY
2014,120,F,B,17,T,STATEN ISLAND,CPCS
2014,120,M,Z,16,T,STATEN ISLAND,CPCS
2014,69,M,B,26,T,BROOKLYN,GLA
2014,69,M,B,25,T,BROOKLYN,GLA
2014,105,M,B,28,M,QUEENS,FELONY
2014,61,M,W,16,M,BROOKLYN,PETIT LARCENY
2014,114,M,W,26,T,QUEENS,CPW
2014,106,M,Z,15,M,QUEENS,FELONY
2014,113,M,B,23,M,QUEENS,MISD
2014,105,M,B,27,M,QUEENS,FEL
2014,61,M,U,21,M,BROOKLYN,BURGLARY
2014,61,M,W,19,M,BROOKLYN,BURGLARY
2014,114,M,Q,24,M,QUEENS,CPW
2014,114,M,W,34,T,QUEENS,CPW
2014,14,M,B,62,M,MANHATTAN,MISD
2014,120,M,B,21,T,STATEN ISLAND,CPW
2014,52,M,Q,29,M,BRONX,FELONY
2014,52,Z,Z,25,M,BRONX,FELONY
2014,79,M,B,22,M,BROOKLYN,CPW
2014,79,M,B,16,T,BROOKLYN,CPW
2014,79,M,B,16,T,BROOKLYN,CPW
2014,79,M,B,17,M,BROOKLYN,CPW
2014,79,M,B,17,T,BROOKLYN,CPW
2014,79,M,B,17,T,BROOKLYN,CPW
2014,44,M,B,17,T,BRONX,ROBBERY
2014,79,M,B,18,T,BROOKLYN,CPW
2014,79,M,Z,18,T,BROOKLYN,CPW
2014,79,M,B,18,M,BROOKLYN,CPW
2014,104,M,W,57,M,QUEENS,BURGLARY
2014,77,M,B,34,M,BROOKLYN,CRIM TRES
2014,114,M,A,19,M,QUEENS,FEL
2014,121,M,B,24,M,STATEN ISLAND,CPW
2014,49,M,B,29,T,BRONX,FELONY
2014,19,M,W,34,M,MANHATTAN,MISD
2014,105,M,W,50,M,QUEENS,FELONY
2014,114,M,Q,17,T,QUEENS,FEL
2014,114,M,U,18,M,QUEENS,FEL
2014,61,M,Q,24,H,BROOKLYN,PETIT LARCENY
2014,50,F,Q,22,T,BRONX,FELONY
2014,50,M,P,25,M,BRONX,FELONY
2014,50,M,Q,25,M,BRONX,FELONY
2014,72,M,Q,35,M,BROOKLYN,FEL
2014,49,M,B,20,M,BRONX,FELONY
2014,104,M,B,51,M,QUEENS,BURGLARY
2014,83,M,B,28,T,BROOKLYN,FEL
2014,62,M,W,61,H,BROOKLYN,PETIT LARCENY
2014,49,M,W,33,T,BRONX,MISD
2014,42,M,P,19,H,BRONX,CRIMINAL MISCHIEF
2014,34,M,P,25,T,MANHATTAN,FEL
2014,5,M,B,37,T,MANHATTAN,CRIM MIS
2014,33,M,B,24,M,MANHATTAN,GLA
2014,23,M,Q,17,T,MANHATTAN,M
2014,23,M,Q,23,M,MANHATTAN,M
2014,23,M,Q,22,M,MANHATTAN,M
2014,62,M,Q,24,T,BROOKLYN,BURGLARY
2014,79,M,B,61,M,BROOKLYN,CPW
2014,120,M,B,20,M,STATEN ISLAND,CPW
2014,20,M,P,34,T,MANHATTAN,MISD
2014,77,M,B,47,M,BROOKLYN,FEL
2014,77,M,Q,45,M,BROOKLYN,FEL
2014,18,M,B,48,H,MANHATTAN,MISD
2014,106,M,A,24,M,QUEENS,FELONY
2014,14,M,B,48,M,MANHATTAN,MISD
2014,14,M,Q,47,T,MANHATTAN,MISD
2014,106,M,A,24,M,QUEENS,FELONY
2014,120,M,Q,13,M,STATEN ISLAND,CPW
2014,120,M,P,53,M,STATEN ISLAND,CPW
2014,101,M,B,34,M,QUEENS,CRIM TRES
2014,123,M,B,32,M,STATEN ISLAND,FELONY
2014,123,M,Z,31,M,STATEN ISLAND,FELONY
2014,106,M,A,49,M,QUEENS,FELONY
2014,71,M,B,36,M,BROOKLYN,CPM
2014,71,M,B,1,M,BROOKLYN,CPW
2014,102,M,Q,27,M,QUEENS,BURGLARY
2014,23,M,W,64,T,MANHATTAN,MISD
2014,121,M,Q,23,M,STATEN ISLAND,CPW
2014,42,M,Q,40,Z,BRONX,CRIMINAL POSS OF STOLEN PROP
2014,5,M,B,38,M,MANHATTAN,GRAND LARCENY
2014,13,M,B,51,M,MANHATTAN,FEL
2014,13,M,B,50,M,MANHATTAN,FEL
2014,121,M,B,20,M,STATEN ISLAND,CPW
2014,84,M,A,24,Z,BROOKLYN,BURGLARY (FEL)
2014,28,M,B,18,Z,MANHATTAN,MISD
2014,28,M,B,16,T,MANHATTAN,MISD
2014,28,M,B,18,T,MANHATTAN,MISD
2014,28,M,B,18,T,MANHATTAN,MISD
2014,28,M,B,18,T,MANHATTAN,MISD
2014,66,M,B,20,M,BROOKLYN,FEL
2014,46,Z,Z,52,M,BRONX,MISD
2014,90,M,B,44,H,BROOKLYN,FEL
2014,90,M,B,28,T,BROOKLYN,FEL
2014,34,M,Q,27,M,MANHATTAN,FEL
2014,79,M,B,15,M,BROOKLYN,CPW
2014,114,M,Q,18,M,QUEENS,FEL
2014,114,M,Q,21,M,QUEENS,FEL
2014,106,M,B,43,T,QUEENS,FELONY
2014,106,M,A,19,M,QUEENS,FELONY
2014,44,M,Q,20,T,BRONX,ROB
2014,84,M,B,58,H,BROOKLYN,ROBBERY (FEL)
2014,46,M,P,40,M,BRONX,CRIMINAL SALE OF NARCO
2014,46,M,Q,20,M,BRONX,CRIM SALE NARCO
2014,107,M,Z,17,M,QUEENS,CRIMINAL MISCHIEF
2014,33,M,B,27,H,MANHATTAN,CPW
2014,75,M,B,44,T,BROOKLYN,CPW
2014,9,M,W,54,H,MANHATTAN,MISDEMEANOR
2014,41,M,B,32,T,BRONX,ROBBERY
2014,41,M,B,31,T,BRONX,ROBBERY
2014,60,M,B,16,T,BROOKLYN,FELONY
2014,60,M,B,20,T,BROOKLYN,FELONY
2014,52,M,B,16,T,BRONX,MISD
2014,9,M,B,38,M,MANHATTAN,MISD
2014,77,M,B,44,T,BROOKLYN,FEL
2014,25,M,Z,22,M,MANHATTAN,FELONY
2014,73,M,B,14,M,BROOKLYN,ASSAULT
2014,44,M,B,21,T,BRONX,CPW
2014,121,F,W,36,T,STATEN ISLAND,CPM
2014,121,M,B,34,M,STATEN ISLAND,ROBBERY
2014,17,M,Q,23,T,MANHATTAN,MISD
2014,46,M,B,22,T,BRONX,ROB
2014,63,M,B,22,M,BROOKLYN,MISD
2014,41,M,B,28,T,BRONX,CPW
2014,79,M,B,17,H,BROOKLYN,CPW
2014,40,M,B,20,M,BRONX,POSSESSION OF MARIJUANA
2014,42,F,Q,18,T,BRONX,MISD
2014,44,M,B,32,M,BRONX,CPW
2014,73,M,B,16,M,BROOKLYN,CPW
2014,73,M,B,15,M,BROOKLYN,CPW
2014,44,M,Q,16,M,BRONX,CPW
2014,102,M,B,18,T,QUEENS,FELONY
2014,43,M,B,26,M,BRONX,MISDEMEANOR
2014,121,M,B,18,T,STATEN ISLAND,CPW
2014,105,M,B,41,H,QUEENS,FELONY
2014,43,M,B,54,T,BRONX,MISDEMEANOR
2014,121,M,B,33,M,STATEN ISLAND,CPM
2014,84,M,Q,46,M,BROOKLYN,GRAND LARCENY (FEL)
2014,84,M,W,31,H,BROOKLYN,BURGLARY (FEL)
2014,69,M,B,31,T,BROOKLYN,ROBBERY
2014,42,M,B,46,M,BRONX,MISD
2014,81,M,B,31,T,BROOKLYN,FELONY
2014,81,M,B,36,T,BROOKLYN,FELONY
2014,69,M,B,35,M,BROOKLYN,ROBBERY
2014,81,M,B,35,T,BROOKLYN,FELONY
2014,81,M,B,**,T,BROOKLYN,FELONY
2014,69,M,B,38,M,BROOKLYN,ROBBERY
2014,81,M,B,**,T,BROOKLYN,FELONY
2014,121,M,W,46,H,STATEN ISLAND,GLA
2014,107,M,B,46,M,QUEENS,GRAND LARCENY AUTO
2014,32,M,B,21,H,MANHATTAN,FELONY
2014,32,M,B,38,M,MANHATTAN,FELONY
2014,32,M,B,34,H,MANHATTAN,FELONY
2014,32,M,B,17,M,MANHATTAN,FELONY
2014,69,F,B,14,M,BROOKLYN,ROBBERY
2014,69,M,B,12,M,BROOKLYN,ROBBERY
2014,69,M,B,12,M,BROOKLYN,ROBBERY
2014,69,M,B,14,M,BROOKLYN,ROBBERY
2014,43,M,B,22,Z,BRONX,FELONY
2014,43,M,B,26,T,BRONX,FELONY
2014,114,F,B,39,T,QUEENS,CPM
2014,41,M,W,28,H,BRONX,GLA
2014,114,M,Q,61,M,QUEENS,MISD
2014,84,M,B,16,M,BROOKLYN,ROBBERY (FEL)
2014,84,M,B,29,T,BROOKLYN,CRIMINAL MISCHIEF
2014,84,M,B,16,T,BROOKLYN,ROBBERY (FEL)
2014,69,M,A,23,H,BROOKLYN,CPM
2014,44,M,Q,16,T,BRONX,CPW
2014,63,F,B,21,M,BROOKLYN,MISD
2014,26,M,B,21,M,MANHATTAN,CPM
2014,9,M,B,26,T,MANHATTAN,ASSAULT (MISD)
2014,9,M,W,24,M,MANHATTAN,PETIT LARCENY (MISD)
2014,114,M,B,27,M,QUEENS,CRIMINAL TRESPASS
2014,121,M,W,28,M,STATEN ISLAND,CPW
2014,100,M,W,23,T,QUEENS,GLA
2014,106,M,Q,26,M,QUEENS,FELONY
2014,106,M,W,22,M,QUEENS,FELONY
2014,106,M,W,20,H,QUEENS,FELONY
2014,34,F,Q,21,T,MANHATTAN,FELONY
2014,33,M,P,18,M,MANHATTAN,ASSAULT 2
2014,69,F,B,35,H,BROOKLYN,CSCS
2014,69,M,B,32,T,BROOKLYN,CPCS
2014,69,M,A,25,M,BROOKLYN,CPM
2014,69,M,B,25,M,BROOKLYN,CPM
2014,69,M,B,24,T,BROOKLYN,FELONY
2014,73,M,B,21,M,BROOKLYN,CPW
2014,69,F,B,30,M,BROOKLYN,FELONY
2014,69,F,B,51,M,BROOKLYN,FELONY
2014,81,M,B,17,T,BROOKLYN,CPW/ROBBERY
2014,81,M,B,19,T,BROOKLYN,CPW/ROBBERY
2014,69,M,B,23,M,BROOKLYN,FELONY
2014,44,M,B,27,M,BRONX,ROB
2014,69,M,B,25,T,BROOKLYN,FELONY
2014,73,M,Q,27,T,BROOKLYN,CPW
2014,120,M,B,19,T,STATEN ISLAND,CPW
2014,113,M,B,18,T,QUEENS,MISDEMEANOR
2014,40,M,B,53,M,BRONX,CRIMINAL TRESPASS
2014,114,M,B,65,T,QUEENS,CRIMINAL TRESPASS
2014,50,M,Q,48,M,BRONX,FELONY
2014,60,M,B,15,M,BROOKLYN,FELONY
2014,62,M,P,21,M,BROOKLYN,POSSESSION OF GRAFFITI INSTRUM
2014,62,M,Q,21,M,BROOKLYN,MAKING GRAFFITI
2014,120,M,B,20,T,STATEN ISLAND,CPCS
2014,69,M,B,26,T,BROOKLYN,GLA
2014,69,M,B,25,T,BROOKLYN,GLA
2014,34,M,P,23,M,MANHATTAN,MISD
2014,34,M,W,41,M,MANHATTAN,MISD
2014,120,M,Q,20,M,STATEN ISLAND,CPW
2014,41,M,Q,21,T,BRONX,CPW
2014,69,F,B,16,M,BROOKLYN,GLA
2014,69,M,B,16,M,BROOKLYN,GLA
2014,52,M,B,27,M,BRONX,FELONY
2014,121,M,Q,24,M,STATEN ISLAND,GLA
2014,121,M,Q,38,M,STATEN ISLAND,GLA
2014,49,M,B,28,M,BRONX,FELONY
2014,69,F,B,24,T,BROOKLYN,GLA
2014,71,F,B,17,T,BROOKLYN,ASSAULT
2014,114,M,P,18,M,QUEENS,CPM
2014,48,M,B,18,M,BRONX,ROBBERY
2014,48,M,P,18,Z,BRONX,ROBBERY
2014,106,M,A,29,M,QUEENS,FELONY
2014,48,M,P,18,M,BRONX,ROBBERY
2014,48,M,Q,18,M,BRONX,ROBBERY
2014,73,M,B,19,M,BROOKLYN,FELONY
2014,121,M,Q,15,T,STATEN ISLAND,GLA
2014,106,M,A,22,M,QUEENS,FELONY
2014,121,F,Q,19,M,STATEN ISLAND,ASSAULT
2014,121,M,B,20,M,STATEN ISLAND,ASSAULT
2014,121,M,Q,19,M,STATEN ISLAND,ASSUALT
2014,28,M,B,30,T,MANHATTAN,MISD
2014,60,M,P,62,M,BROOKLYN,CPW
2014,26,M,Q,41,M,MANHATTAN,CPW
2014,40,M,Q,29,T,BRONX,MISD
2014,30,M,B,34,Z,MANHATTAN,FEL  / ROBBERY
2014,24,M,B,56,H,MANHATTAN,CPW
2014,30,M,B,26,Z,MANHATTAN,FEL  / ROBBERY
2014,106,M,Q,40,M,QUEENS,FELONY
2014,73,M,P,44,M,BROOKLYN,G/L
2014,105,M,A,41,M,QUEENS,FELONY
2014,105,M,B,35,T,QUEENS,FELONY
2014,41,M,Z,17,H,BRONX,CPW
2014,78,F,B,52,M,BROOKLYN,THEFT OF SERVICES
2014,104,M,W,44,M,QUEENS,ROBBERY
2014,104,M,W,41,M,QUEENS,ROBBERY
2014,101,M,B,27,M,QUEENS,FEL
2014,68,M,W,44,M,BROOKLYN,MISD
2014,67,M,B,15,T,BROOKLYN,FEL
2014,67,M,B,16,T,BROOKLYN,FEL
2014,67,M,B,15,M,BROOKLYN,FEL
2014,23,M,B,25,M,MANHATTAN,MISD
2014,84,M,Q,50,M,BROOKLYN,CRIM TRES
2014,33,M,B,28,M,MANHATTAN,CPW(FIREARM)
2014,84,M,B,36,M,BROOKLYN,CRIM TRESPASS
2014,105,M,W,30,M,QUEENS,FELONY
2014,112,M,W,48,H,QUEENS,MISD
2014,23,M,Z,13,T,MANHATTAN,M
2014,45,M,P,22,M,BRONX,MISD
2014,34,M,B,39,H,MANHATTAN,FEL
2014,123,M,W,16,T,STATEN ISLAND,MISDEAMEANOR
2014,123,M,W,16,T,STATEN ISLAND,MISDEAMEANOR
2014,73,M,B,15,M,BROOKLYN,ROBBERY
2014,73,M,B,17,T,BROOKLYN,ROBBERY
2014,28,M,B,34,T,MANHATTAN,FELONY
2014,106,M,B,16,M,QUEENS,FELONY
2014,52,M,Q,46,M,BRONX,MISD
2014,106,M,W,16,T,QUEENS,FELONY
2014,41,M,B,29,H,BRONX,CPW
2014,41,M,B,43,H,BRONX,CPW  (FIREARM)
2014,107,M,Q,51,M,QUEENS,ROBBERY
2014,7,M,P,47,T,MANHATTAN,FELONY
2014,7,M,P,44,M,MANHATTAN,FELONY
2014,104,M,W,39,T,QUEENS,ROBBERY
2014,104,M,W,51,T,QUEENS,ROBBERY
2014,73,M,B,47,H,BROOKLYN,MISD
2014,121,M,W,30,T,STATEN ISLAND,BURGLARY
2014,1,M,W,49,H,MANHATTAN,CRIM TRESPASS
2014,104,M,W,21,T,QUEENS,BYRGLARY
2014,34,M,Q,32,M,MANHATTAN,FEL
2014,34,M,P,27,M,MANHATTAN,FELONY
2014,1,M,Q,26,T,MANHATTAN,THEFT OF SERVICES
2014,34,M,Q,17,H,MANHATTAN,FELONY
2014,7,M,B,28,M,MANHATTAN,MISD
2014,7,M,Q,25,M,MANHATTAN,MISD
2014,70,M,B,36,M,BROOKLYN,MIS/ASSAULT
2014,34,M,P,20,M,MANHATTAN,FELONY
2014,120,M,B,37,M,STATEN ISLAND,GLA
2014,60,F,B,24,H,BROOKLYN,MISD
2014,60,F,B,18,T,BROOKLYN,MISD
2014,33,M,P,16,T,MANHATTAN,ASSAULT 2
2014,102,M,A,27,M,QUEENS,GLA
2014,25,M,B,48,M,MANHATTAN,MISD
2014,40,M,Q,30,M,BRONX,CRIMINAL TRESPASS
2014,40,M,Q,32,M,BRONX,CRIMINAL TRESPASS
2014,106,M,A,26,T,QUEENS,FELONY
2014,107,F,P,24,M,QUEENS,GRAND LARCENY
2014,107,M,A,21,T,QUEENS,GRAND LARCENY
2014,79,M,B,19,Z,BROOKLYN,CPW
2014,79,M,B,18,M,BROOKLYN,CPW
2014,49,M,B,28,M,BRONX,FELONY
2014,49,M,B,28,M,BRONX,FELONY
2014,115,M,Q,22,M,QUEENS,GRAND LARCENY
2014,105,M,Q,23,M,QUEENS,FELONY
2014,71,M,Q,34,M,BROOKLYN,PETIT LARCENY
2014,111,M,B,31,M,QUEENS,FEL
2014,120,M,B,23,H,STATEN ISLAND,ROBBERY
2014,25,M,B,48,T,MANHATTAN,MISD
2014,25,M,Q,35,T,MANHATTAN,MISD
2014,73,M,B,17,T,BROOKLYN,ROBBERY
2014,106,M,B,32,M,QUEENS,FELONY
2014,75,M,B,16,T,BROOKLYN,ROBBERY
2014,75,M,B,16,T,BROOKLYN,ROBBERY
2014,25,M,B,33,H,MANHATTAN,MISD
2014,76,M,Q,26,T,BROOKLYN,FEL
2014,113,M,B,23,T,QUEENS,FELONY
2014,106,M,B,20,M,QUEENS,FELONY
2014,105,M,B,18,M,QUEENS,FELONY
2014,44,M,P,21,M,BRONX,CRIM TRES
2014,105,M,B,20,M,QUEENS,FELONY
2014,94,M,B,18,M,BROOKLYN,FELONY
2014,112,M,W,26,T,QUEENS,FEL
2014,112,M,W,23,M,QUEENS,FEL
2014,106,M,B,48,M,QUEENS,FELONY
2014,14,M,B,54,T,MANHATTAN,FEL
2014,7,M,B,47,M,MANHATTAN,MISD
2014,14,F,B,41,H,MANHATTAN,FEL
2014,101,M,B,30,T,QUEENS,FELONY
2014,112,M,Q,32,M,QUEENS,FEL
2014,43,M,P,43,T,BRONX,FELONY(CRIMINAL SALE FIREARM)
2014,43,M,P,38,H,BRONX,FELONY
2014,83,M,Q,43,T,BROOKLYN,FELONY
2014,83,M,Q,49,M,BROOKLYN,FELONY
2014,83,M,B,53,M,BROOKLYN,MISD
2014,107,M,A,22,T,QUEENS,ROBBERY
2014,107,M,A,23,M,QUEENS,ROBBERY
2014,43,M,P,42,M,BRONX,FELONY
2014,106,M,A,25,M,QUEENS,FELONY
2014,106,M,A,22,M,QUEENS,FELONY
2014,84,M,U,69,M,BROOKLYN,CRIM TRES
2014,120,M,Q,25,M,STATEN ISLAND,G.L.A.
2014,18,M,B,47,H,MANHATTAN,MISD
2014,101,M,B,31,T,QUEENS,FELONY
2014,101,M,B,32,H,QUEENS,FELONY
2014,78,M,B,16,T,BROOKLYN,CPM
2014,78,M,B,16,T,BROOKLYN,CPM
2014,78,M,B,16,M,BROOKLYN,CPM
2014,78,Z,Z,16,T,BROOKLYN,CPM
2014,102,M,B,57,T,QUEENS,ROBBERY
2014,107,M,I,18,T,QUEENS,ROBBERY
2014,19,M,B,51,H,MANHATTAN,GRAND LARCENY
2014,106,M,Q,15,T,QUEENS,FELONY
2014,106,M,Q,18,T,QUEENS,FELONY
2014,106,M,Q,17,T,QUEENS,FELONY
2014,106,M,W,17,T,QUEENS,FELONY
2014,84,M,B,37,T,BROOKLYN,CPW
2014,83,F,P,34,M,BROOKLYN,FEL
2014,83,M,Q,40,H,BROOKLYN,FEL
2014,83,M,W,38,M,BROOKLYN,FEL
2014,105,M,A,17,T,QUEENS,FELONY
2014,105,M,A,19,M,QUEENS,FELONY
2014,25,M,B,31,M,MANHATTAN,MISD
2014,25,M,B,30,M,MANHATTAN,MISD
2014,101,M,B,19,T,QUEENS,FELONY
2014,101,M,B,18,T,QUEENS,FELONY
2014,101,M,P,37,M,QUEENS,FEL
2014,9,M,P,42,M,MANHATTAN,CRIM TRES
2014,9,M,B,27,M,MANHATTAN,CRIM TRES
2014,107,M,W,63,T,QUEENS,GRAND LARCENY
2014,24,M,B,29,M,MANHATTAN,FEL
2014,107,M,Q,39,T,QUEENS,CPW
2014,67,M,B,15,H,BROOKLYN,FEL
2014,20,M,W,60,T,MANHATTAN,FELONY
2014,7,M,B,18,T,MANHATTAN,FELONY
2014,121,M,B,15,M,STATEN ISLAND,ROBBERY
2014,121,M,B,15,T,STATEN ISLAND,ROBBERY
2014,121,M,B,15,T,STATEN ISLAND,ROBBERY
2014,111,M,Q,26,M,QUEENS,FELONY
2014,49,M,Q,20,T,BRONX,FELONY
2014,49,M,W,21,T,BRONX,FELONY
2014,49,M,W,22,T,BRONX,FELONY
2014,49,M,W,21,T,BRONX,FELONY
2014,114,M,W,15,M,QUEENS,FEL
2014,67,M,B,16,T,BROOKLYN,FEL
2014,107,M,A,28,M,QUEENS,GRAND LARCENY
2014,24,M,Q,22,T,MANHATTAN,CPW
2014,25,F,B,37,T,MANHATTAN,MISD
2014,25,M,B,51,H,MANHATTAN,MISD
2014,84,M,B,12,M,BROOKLYN,ASSAULT 3
2014,84,M,B,13,M,BROOKLYN,ASSAULT 3
2014,25,F,B,36,T,MANHATTAN,MISD
2014,122,M,Q,20,M,STATEN ISLAND,CPCS
2014,122,M,W,19,M,STATEN ISLAND,CPCS
2014,122,M,W,19,M,STATEN ISLAND,CPCS
2014,122,M,Z,20,Z,STATEN ISLAND,CPCS
2014,94,M,B,13,H,BROOKLYN,FELONY
2014,94,M,B,15,T,BROOKLYN,FELONY
2014,94,M,B,15,M,BROOKLYN,FELONY
2014,120,M,B,38,M,STATEN ISLAND,CPCS
2014,120,M,B,33,M,STATEN ISLAND,CPCS
2014,79,M,Q,29,M,BROOKLYN,ROBBERY
2014,120,M,B,25,T,STATEN ISLAND,CPW
2014,34,M,Q,32,M,MANHATTAN,FELONY
2014,25,M,B,43,H,MANHATTAN,MISD
2014,20,F,Q,35,M,MANHATTAN,FELONY
2014,66,M,A,54,M,BROOKLYN,FEL
2014,103,F,B,22,M,QUEENS,CPW
2014,103,M,B,23,H,QUEENS,CPW
