year,pct,sex,race,age,build,city,crimsusp
2014,122,M,Z,28,M,STATEN ISLAND,CPW
2014,25,M,B,26,M,MANHATTAN,ASSAULT
2014,122,M,B,17,T,STATEN ISLAND,CPW
2014,122,M,B,18,T,STATEN ISLAND,CPW
2014,122,M,B,27,M,STATEN ISLAND,CPW
2014,122,M,B,28,M,STATEN ISLAND,CPW
2014,66,M,W,19,M,BROOKLYN,BURGLARY
2014,121,M,B,24,T,STATEN ISLAND,MISDEMEANOR
2014,121,M,B,59,T,STATEN ISLAND,MISDEMEANOR
2014,111,M,Q,27,T,QUEENS,FEL
2014,120,F,B,53,M,STATEN ISLAND,GLA / CPSP - AUTO
2014,120,F,B,21,M,STATEN ISLAND,GLA / CPSP - AUTO
2014,120,M,B,20,H,STATEN ISLAND,CPW
2014,120,M,P,33,T,STATEN ISLAND,GLA / CPSP -AUTO
2014,69,M,B,17,T,BROOKLYN,CPW MISD
2014,30,M,Q,20,Z,MANHATTAN,FEL  / CPW
2014,30,M,Q,19,Z,MANHATTAN,FEL  / CPW
2014,30,M,Q,20,M,MANHATTAN,FEL  / CPW
2014,69,M,Q,21,M,BROOKLYN,CPW MISD
2014,50,M,Q,23,M,BRONX,FELONY
2014,33,M,P,19,T,MANHATTAN,CPW
2014,79,M,B,26,M,BROOKLYN,CPW/GLA
2014,79,M,B,26,T,BROOKLYN,CPW/GLA
2014,120,M,B,31,T,STATEN ISLAND,CPW
2014,120,M,Q,26,T,STATEN ISLAND,GLA / CPSP
2014,120,M,Q,45,M,STATEN ISLAND,GLA / CPSP - AUTO
2014,120,M,Q,45,H,STATEN ISLAND,GLA/ CPSP -AUTO
2014,105,M,B,26,M,QUEENS,FELONY
2014,25,F,B,54,T,MANHATTAN,MISD
2014,25,M,B,53,T,MANHATTAN,MISD
2014,105,M,B,35,M,QUEENS,FELONY
2014,111,M,Q,20,M,QUEENS,FEL
2014,90,M,B,18,M,BROOKLYN,MISD
2014,90,M,B,17,T,BROOKLYN,MISD
2014,90,M,B,16,M,BROOKLYN,MISD
2014,90,M,B,16,M,BROOKLYN,MISD
2014,34,M,P,16,T,MANHATTAN,ROBBERY
2014,34,M,Q,15,T,MANHATTAN,ROBBERY
2014,120,M,Q,25,M,STATEN ISLAND,FEL
2014,105,M,B,19,T,QUEENS,FELONY
2014,69,M,B,52,M,BROOKLYN,G/L
2014,79,M,Q,59,M,BROOKLYN,BURG
2014,90,M,Q,25,H,BROOKLYN,FELONY
2014,120,M,B,18,T,STATEN ISLAND,CPW
2014,104,M,W,20,T,QUEENS,GRAND LARCENY
2014,50,F,Q,25,T,BRONX,MISD
2014,50,M,P,33,M,BRONX,FELONY
2014,49,M,Q,18,T,BRONX,ROBBERY/ CPW
2014,79,M,P,38,T,BROOKLYN,ASSAULT 2
2014,105,M,B,26,M,QUEENS,FELONY
2014,52,M,B,28,M,BRONX,MISD
2014,105,M,B,32,M,QUEENS,FELONY
2014,78,M,B,40,T,BROOKLYN,ROBBERY
2014,14,M,Q,32,H,MANHATTAN,GRAND LARCENY
2014,105,M,B,24,M,QUEENS,FELONY
2014,32,M,B,45,M,MANHATTAN,FELONY
2014,9,M,B,45,H,MANHATTAN,PETIT LARCENY
2014,120,M,Q,28,M,STATEN ISLAND,TOS
2014,76,M,W,34,M,BROOKLYN,MISD
2014,84,M,P,41,M,BROOKLYN,CSCS
2014,62,F,W,45,M,BROOKLYN,FELONY
2014,84,M,Q,33,M,BROOKLYN,PETIT LARCENY
2014,62,M,U,55,M,BROOKLYN,FELONY
2014,44,M,B,17,T,BRONX,CRIMINAL TRESPASS
2014,44,M,B,17,T,BRONX,CRIMINAL TRES
2014,44,M,B,18,M,BRONX,CRIMINAL TRESPASS
2014,44,M,B,18,T,BRONX,CRIMINAL TRESPASS
2014,44,M,B,19,T,BRONX,CRIMINAL TRESPASS
2014,120,M,B,26,H,STATEN ISLAND,PUBLIC LEWDNESS
2014,44,M,W,61,M,BRONX,PRD COUNTER TERRORIS
2014,122,M,W,25,M,STATEN ISLAND,PET LARC FROM AUTO
2014,90,M,Q,26,M,BROOKLYN,FELONY
2014,60,M,W,34,M,BROOKLYN,MISD
2014,5,M,Q,99,T,MANHATTAN,OGA
2014,66,M,Q,28,T,BROOKLYN,BURGLARY
2014,102,M,Q,15,T,QUEENS,CRIM TRESPASS
2014,102,M,Q,15,T,QUEENS,CRIM TRESPASS
2014,84,F,B,25,M,BROOKLYN,CPW
2014,19,F,Q,49,M,MANHATTAN,FEL
2014,101,M,B,50,H,QUEENS,FELONY
2014,9,M,B,19,T,MANHATTAN,ASSAULT 2
2014,13,M,W,25,T,MANHATTAN,CPW
2014,84,M,W,26,M,BROOKLYN,GLA (FEL)
2014,106,F,W,38,M,QUEENS,MISD
2014,120,M,B,19,T,STATEN ISLAND,CPW
2014,106,M,W,33,H,QUEENS,MISD
2014,111,M,W,21,T,QUEENS,GRAND LARCENY FROM A
2014,109,M,A,57,M,QUEENS,ROB
2014,23,M,B,31,T,MANHATTAN,ROBBERY
2014,5,M,B,47,T,MANHATTAN,BURGLARY
2014,109,M,Q,23,H,QUEENS,FELONY
2014,120,M,B,19,T,STATEN ISLAND,CPW
2014,44,M,B,26,M,BRONX,FEL
2014,44,M,B,18,M,BRONX,FEL
2014,14,M,B,34,H,MANHATTAN,MISD
2014,106,M,Q,19,T,QUEENS,FELONY
2014,44,M,P,25,M,BRONX,CPW
2014,106,M,B,27,M,QUEENS,FELONY
2014,17,M,Q,56,M,MANHATTAN,MISD
2014,84,M,B,47,H,BROOKLYN,KIDNAPPING
2014,84,M,B,51,H,BROOKLYN,KIDNAPPING
2014,84,M,B,32,T,BROOKLYN,KIDNAPPING
2014,105,M,B,20,M,QUEENS,FELONY
2014,17,M,Q,25,T,MANHATTAN,MISD
2014,75,M,B,19,T,BROOKLYN,FELONY
2014,79,M,B,33,T,BROOKLYN,MISD
2014,75,M,P,17,T,BROOKLYN,FELONY
2014,14,M,W,36,M,MANHATTAN,MISD
2014,33,M,B,19,T,MANHATTAN,CPW
2014,84,M,Q,20,M,BROOKLYN,CPW
2014,84,M,Q,20,M,BROOKLYN,CPW
2014,79,M,B,19,M,BROOKLYN,CPW
2014,103,M,B,34,T,QUEENS,CPW- FIREARM
2014,103,M,B,31,M,QUEENS,CPW
2014,103,M,B,33,M,QUEENS,CPW
2014,44,M,P,26,T,BRONX,CPW
2014,104,M,W,34,H,QUEENS,FELONY
2014,104,M,W,54,T,QUEENS,MISD
2014,90,M,B,16,T,BROOKLYN,ASSAULT
2014,70,M,B,47,H,BROOKLYN,MIS/CRIM MIS
2014,84,F,B,14,M,BROOKLYN,MISD
2014,84,M,B,13,T,BROOKLYN,MISD
2014,45,M,B,15,T,BRONX,CPM (MISD)
2014,60,M,W,24,M,BROOKLYN,FELONY
2014,60,M,W,26,T,BROOKLYN,FELONY
2014,105,M,B,49,M,QUEENS,FELONY
2014,66,M,Q,**,T,BROOKLYN,FEL
2014,66,M,Q,27,H,BROOKLYN,FEL
2014,112,M,Q,52,T,QUEENS,MISD PLFA
2014,66,M,U,22,T,BROOKLYN,FEL
2014,109,M,W,40,M,QUEENS,BURG
2014,104,M,W,27,M,QUEENS,FELONY
2014,109,M,U,20,M,QUEENS,BURG
2014,44,M,P,30,M,BRONX,CPW
2014,79,M,Z,19,T,BROOKLYN,CPW/ROBBERY
2014,43,M,P,25,M,BRONX,CPM (MISD)
2014,121,M,B,20,T,STATEN ISLAND,FELONY
2014,48,M,Q,29,T,BRONX,GLA
2014,69,M,B,22,M,BROOKLYN,MISD
2014,69,M,B,32,M,BROOKLYN,MISD
2014,120,F,P,21,T,STATEN ISLAND,ASSAULT
2014,120,M,I,24,T,STATEN ISLAND,ASSAULT
2014,120,F,B,26,M,STATEN ISLAND,ASSAULT 2 (SLASHING)
2014,120,M,B,27,M,STATEN ISLAND,ASSAULT 2 (SLASHING)
2014,107,M,W,19,T,QUEENS,GLA
2014,120,M,B,17,T,STATEN ISLAND,BURGLARY
2014,103,M,P,37,T,QUEENS,CPW/ MENACING
2014,121,M,W,22,M,STATEN ISLAND,FELONY
2014,121,M,B,25,T,STATEN ISLAND,MISDEMEANOR
2014,121,M,B,46,M,STATEN ISLAND,MISDEMEANOR
2014,102,M,Q,22,T,QUEENS,FEL
2014,121,M,W,37,M,STATEN ISLAND,MISDEMEANOR
2014,9,M,Q,45,T,MANHATTAN,MISD
2014,121,M,W,24,H,STATEN ISLAND,MISDEMEANOR
2014,90,M,B,22,T,BROOKLYN,FELONY
2014,69,M,B,27,M,BROOKLYN,FEL
2014,69,M,B,22,M,BROOKLYN,FEL
2014,120,M,P,29,M,STATEN ISLAND,MISD
2014,120,M,B,36,M,STATEN ISLAND,CPW
2014,30,M,Q,29,T,MANHATTAN,FELONY
2014,112,M,W,26,M,QUEENS,FEL
2014,112,M,W,45,M,QUEENS,FEL
2014,7,M,B,20,T,MANHATTAN,FELONY
2014,69,M,B,23,M,BROOKLYN,FEL
2014,69,M,B,24,M,BROOKLYN,FEL
2014,50,M,B,38,H,BRONX,FELONY
2014,112,M,Q,19,T,QUEENS,FEL
2014,50,M,Q,17,M,BRONX,FELONY
2014,9,M,Q,21,T,MANHATTAN,GRAND LARCENY (FELON
2014,111,M,W,27,H,QUEENS,FELONY
2014,84,M,Q,20,M,BROOKLYN,GRAND LARCENY
2014,44,F,B,39,M,BRONX,CRIM TRES
2014,62,M,A,19,M,BROOKLYN,MISD
2014,62,M,W,20,T,BROOKLYN,MISD
2014,14,M,B,35,M,MANHATTAN,ROBBERY
2014,84,M,B,45,M,BROOKLYN,ASSAULT
2014,84,M,B,38,Z,BROOKLYN,ASSAULT
2014,102,M,B,30,M,QUEENS,CPW
2014,102,M,Q,29,H,QUEENS,CPW
2014,101,M,B,18,M,QUEENS,FEL
2014,66,M,Q,20,H,BROOKLYN,LARCENY
2014,30,M,Q,19,M,MANHATTAN,C/T
2014,9,M,W,36,T,MANHATTAN,CRIM POSS MARIJUANA
2014,9,M,W,36,M,MANHATTAN,CRIM POSS MARIJUANA
2014,107,M,A,19,T,QUEENS,GLA
2014,79,M,B,55,T,BROOKLYN,PETIT LARCENY
2014,121,F,W,23,M,STATEN ISLAND,FELONY
2014,23,M,B,33,M,MANHATTAN,M
2014,44,M,Q,23,T,BRONX,ROBBERY
2014,84,M,W,36,M,BROOKLYN,CRIMINAL TRESPASS
2014,111,M,Q,21,H,QUEENS,GRAND LARCENY FROM A
2014,25,F,B,47,T,MANHATTAN,MISD
2014,107,M,W,22,T,QUEENS,GRAND LARCENY
2014,46,M,B,19,T,BRONX,BURGLARY
2014,46,M,B,16,T,BRONX,BURGLARY
2014,46,M,P,26,M,BRONX,BURGLARY
2014,46,M,Q,20,T,BRONX,BURGLARY
2014,46,M,W,23,T,BRONX,BURGLARY
2014,112,M,W,23,M,QUEENS,FEL
2014,121,M,I,25,H,STATEN ISLAND,FELONY
2014,42,M,B,22,H,BRONX,CPW
2014,32,M,B,19,H,MANHATTAN,FELONY
2014,32,M,B,20,T,MANHATTAN,FELONY
2014,107,M,B,34,H,QUEENS,GRAND LARCENY
2014,30,M,Q,21,Z,MANHATTAN,FEL / CPW
2014,121,M,W,19,M,STATEN ISLAND,MISDEMEANOR
2014,105,F,B,26,T,QUEENS,MISD
2014,105,M,B,33,M,QUEENS,MISD
2014,105,M,B,54,M,QUEENS,MISD
2014,102,M,Q,25,M,QUEENS,FEL
2014,102,M,Q,20,T,QUEENS,FEL
2014,112,M,W,22,M,QUEENS,FEL
2014,49,F,Q,27,M,BRONX,AUTO STRIPPING
2014,49,F,Q,45,M,BRONX,AUTO STRIPPING
2014,49,M,Q,31,M,BRONX,AUTO STRIPPING
2014,49,M,Q,27,M,BRONX,AUTO STRIPPING
2014,104,M,Q,21,M,QUEENS,CPW
2014,104,M,Q,20,H,QUEENS,CPW
2014,104,M,Q,23,T,QUEENS,CPW
2014,49,M,U,37,M,BRONX,CRIM CONTEMPT COURT
2014,25,M,Z,31,T,MANHATTAN,MISDEMEANOR
2014,102,M,W,59,M,QUEENS,FEL
2014,102,M,W,30,M,QUEENS,FEL
2014,102,M,Q,19,M,QUEENS,FEL
2014,102,M,B,24,M,QUEENS,FEL
2014,62,M,W,44,H,BROOKLYN,FEL
2014,102,M,W,32,T,QUEENS,FEL
2014,62,M,Q,53,M,BROOKLYN,FEL
2014,62,M,P,37,H,BROOKLYN,FEL
2014,102,M,A,22,M,QUEENS,MISD
2014,62,M,W,55,H,BROOKLYN,FEL
2014,62,M,P,40,T,BROOKLYN,FEL
2014,62,M,W,44,T,BROOKLYN,FEL
2014,90,M,Q,41,T,BROOKLYN,FELONY
2014,120,M,B,31,M,STATEN ISLAND,GLA
2014,102,M,B,25,T,QUEENS,FEL
2014,67,Z,Z,27,T,BROOKLYN,MISD
2014,44,M,Q,46,M,BRONX,CPW
2014,19,F,W,62,M,MANHATTAN,FEL
2014,114,M,B,33,T,QUEENS,FEL
2014,66,M,P,17,T,BROOKLYN,BURGLARY
2014,66,M,Q,17,T,BROOKLYN,FEL
2014,62,F,W,46,M,BROOKLYN,FEL
2014,102,M,W,20,T,QUEENS,FEL
2014,62,M,W,26,M,BROOKLYN,FEL
2014,102,M,B,20,M,QUEENS,FEL
2014,66,M,P,27,T,BROOKLYN,FEL
2014,44,M,P,24,M,BRONX,CPW
2014,44,M,Q,25,M,BRONX,CPW
2014,120,M,B,18,T,STATEN ISLAND,CPW
2014,101,M,B,19,T,QUEENS,FELONY
2014,81,M,B,40,T,BROOKLYN,FELONY
2014,81,Z,U,28,T,BROOKLYN,FELONY
2014,81,Z,U,33,M,BROOKLYN,FELONY
2014,102,M,Q,35,M,QUEENS,FEL
2014,120,M,B,15,M,STATEN ISLAND,ROBBERY
2014,62,M,P,34,T,BROOKLYN,FEL
2014,102,M,B,22,M,QUEENS,FEL
2014,102,M,B,23,M,QUEENS,FEL
2014,112,M,Q,34,M,QUEENS,MISD
2014,101,M,B,16,M,QUEENS,MISD
2014,84,M,B,35,M,BROOKLYN,GRAND LARCENY (FEL)
2014,84,M,Q,28,Z,BROOKLYN,GRAND LARCENY
2014,120,M,B,33,M,STATEN ISLAND,BURGLARY
2014,105,M,A,33,M,QUEENS,FEL
2014,25,M,B,40,H,MANHATTAN,CRIMINAL MISCHIEF
2014,120,M,Q,45,M,STATEN ISLAND,G.L.A
2014,66,M,B,47,T,BROOKLYN,BURGLARY
2014,120,M,B,18,M,STATEN ISLAND,CPM/R.O.W.
2014,120,F,W,17,M,STATEN ISLAND,ROBBERY
2014,120,M,Q,14,M,STATEN ISLAND,ROBBERY
2014,120,M,W,20,M,STATEN ISLAND,ROBBERY
2014,49,M,B,20,T,BRONX,FELONY
2014,25,M,Q,27,H,MANHATTAN,CPW
2014,106,M,A,20,T,QUEENS,FELONY
2014,106,M,B,23,H,QUEENS,FELONY - FIREARM
2014,120,M,B,20,T,STATEN ISLAND,CSCS
2014,120,M,B,18,T,STATEN ISLAND,CSCS
2014,109,M,W,57,M,QUEENS,BURG
2014,120,M,B,15,M,STATEN ISLAND,CPW
2014,120,M,B,19,M,STATEN ISLAND,CPW
2014,62,M,W,23,M,BROOKLYN,FEL
2014,62,M,Z,22,M,BROOKLYN,FEL
2014,112,M,Q,23,M,QUEENS,FEL
2014,79,M,B,20,M,BROOKLYN,CPW
2014,33,M,W,27,T,MANHATTAN,CPW
2014,33,M,Z,26,M,MANHATTAN,CPW
2014,79,M,B,17,U,BROOKLYN,CPW
2014,33,M,B,25,M,MANHATTAN,CPW
2014,121,M,B,25,M,STATEN ISLAND,MISDEMEANOR
2014,121,M,B,22,M,STATEN ISLAND,MISDEMEANOR
2014,121,M,B,44,M,STATEN ISLAND,MISDEMEANOR
2014,41,M,B,28,T,BRONX,CPW
2014,44,M,B,20,T,BRONX,MISD
2014,61,M,B,37,M,BROOKLYN,FELONY
2014,32,F,B,31,M,MANHATTAN,C/T
2014,123,M,P,32,M,STATEN ISLAND,FEL
2014,79,M,B,32,M,BROOKLYN,CPW
2014,121,M,B,29,M,STATEN ISLAND,FELONY
2014,40,M,Q,17,M,BRONX,CPW
2014,41,M,Q,24,M,BRONX,CPW
2014,41,M,Q,23,M,BRONX,CPW
2014,41,M,Q,20,M,BRONX,CPW
2014,106,M,A,26,T,QUEENS,FELONY
2014,106,M,A,20,M,QUEENS,FELONY
2014,106,M,A,16,T,QUEENS,FELONY
2014,106,M,A,16,M,QUEENS,FELONY
2014,106,M,A,16,T,QUEENS,FELONY
2014,26,M,B,39,M,MANHATTAN,ASSAULT 3
2014,23,M,Q,27,T,MANHATTAN,MISD
2014,23,M,Q,28,T,MANHATTAN,MISD
2014,44,M,B,23,T,BRONX,GLA
2014,121,M,Q,21,M,STATEN ISLAND,FELONY
2014,106,M,A,22,T,QUEENS,FELONY
2014,106,M,A,35,M,QUEENS,FELONY
2014,79,M,B,18,M,BROOKLYN,CPW
2014,113,M,B,23,T,QUEENS,FELONY
2014,121,F,W,24,M,STATEN ISLAND,MISDEMEANOR
2014,121,M,B,32,M,STATEN ISLAND,MISDEMEANOR
2014,106,M,W,31,M,QUEENS,FELONY
2014,121,M,B,39,H,STATEN ISLAND,FELONY
2014,77,M,B,36,M,BROOKLYN,FEL
2014,20,M,W,22,M,MANHATTAN,FELONY
2014,19,M,Q,48,M,MANHATTAN,MISD
2014,114,M,B,9,M,QUEENS,CRIMINAL MISCHIEF
2014,114,M,B,13,M,QUEENS,CRIMINAL MISCHIEF
2014,114,M,B,13,M,QUEENS,CRIMINAL MISCHIEF
2014,32,M,Q,43,T,MANHATTAN,FELONY
2014,32,M,Q,20,M,MANHATTAN,FELONY
2014,32,M,Q,26,M,MANHATTAN,FELONY
2014,49,M,B,45,M,BRONX,GAMBLING
2014,114,F,Q,**,M,QUEENS,CRIMINAL TRESPASS
2014,103,F,W,45,M,QUEENS,MISD
2014,102,M,A,20,M,QUEENS,FEL
2014,41,M,B,59,H,BRONX,CSCS
2014,41,M,Q,57,M,BRONX,CPCS
2014,103,F,B,34,H,QUEENS,MISD
2014,69,M,B,20,T,BROOKLYN,FEL
2014,107,M,W,17,H,QUEENS,CPW
2014,69,M,B,22,T,BROOKLYN,FEL
2014,69,M,B,22,M,BROOKLYN,MISD
2014,69,M,B,21,M,BROOKLYN,MISD
2014,120,M,B,16,M,STATEN ISLAND,FEL
2014,113,M,B,13,M,QUEENS,MISDEMEANOR
2014,113,M,B,36,M,QUEENS,FELONY
2014,69,M,B,37,M,BROOKLYN,MISD
2014,50,M,B,24,T,BRONX,MISD
2014,50,M,P,24,M,BRONX,MISD
2014,50,M,Z,24,T,BRONX,MISD
2014,44,M,B,19,T,BRONX,ASSAULT
2014,69,M,B,30,T,BROOKLYN,FEL
2014,101,M,B,24,T,QUEENS,FELONY
2014,114,M,Q,32,M,QUEENS,FEL
2014,66,M,W,23,T,BROOKLYN,ROBBERY
2014,41,M,B,24,M,BRONX,ROBBERY  CPW
2014,41,M,B,23,M,BRONX,ROBBERY/ CPW
2014,73,M,B,18,T,BROOKLYN,CPW
2014,44,M,B,22,H,BRONX,CPW
2014,44,M,P,19,T,BRONX,CPW
2014,44,M,B,21,M,BRONX,CPW
2014,114,M,Q,24,T,QUEENS,FEL
2014,63,M,B,23,T,BROOKLYN,FEL
2014,105,M,B,22,M,QUEENS,FELONY
2014,105,M,B,20,H,QUEENS,FELONY
2014,63,M,B,21,T,BROOKLYN,FEL
2014,69,M,B,18,T,BROOKLYN,FEL
2014,121,M,B,24,T,STATEN ISLAND,MISDEMEANOR
2014,120,M,B,20,H,STATEN ISLAND,CPM / CRIM TRES
2014,121,M,W,23,T,STATEN ISLAND,MISDEMEANOR
2014,114,M,Q,24,M,QUEENS,FEL
2014,101,M,B,26,H,QUEENS,FELONY
2014,101,M,B,26,M,QUEENS,FEL
2014,113,M,B,35,T,QUEENS,MISDEMEANOR
2014,44,M,B,27,T,BRONX,ASSAULT 3
2014,44,M,B,26,M,BRONX,ASSAULT 3
2014,49,M,B,23,T,BRONX,FELONY
2014,122,F,B,26,T,STATEN ISLAND,CRIM TRES
2014,41,M,P,34,M,BRONX,CPW
2014,122,M,W,35,H,STATEN ISLAND,CRIM TRES
2014,110,M,Q,31,M,QUEENS,FELONY
2014,44,M,B,33,T,BRONX,CPW
2014,107,M,Q,19,T,QUEENS,GRAND LARCENY
2014,60,M,W,45,T,BROOKLYN,MISD
2014,107,Z,Q,20,M,QUEENS,GRAND LARCENY
2014,114,M,Q,17,T,QUEENS,FEL
2014,69,M,B,24,T,BROOKLYN,FEL
2014,9,M,B,38,U,MANHATTAN,STALKING (MISD)
2014,109,M,Q,26,M,QUEENS,ROB
2014,109,M,W,32,M,QUEENS,BURG
2014,72,M,Q,19,M,BROOKLYN,MISD
2014,72,M,Q,20,M,BROOKLYN,MISD
2014,43,M,Q,22,T,BRONX,FEL
2014,67,F,B,23,T,BROOKLYN,FEL
2014,41,F,Q,21,T,BRONX,CPW
2014,79,M,B,30,M,BROOKLYN,CPW
2014,41,M,Q,23,T,BRONX,CPW
2014,77,M,B,34,U,BROOKLYN,MISD
2014,73,M,B,24,T,BROOKLYN,ROBBERY
2014,120,M,P,18,T,STATEN ISLAND,CPW
2014,90,M,W,28,M,BROOKLYN,FEL
2014,49,M,B,22,T,BRONX,FELONY
2014,108,M,P,25,M,QUEENS,MISD
2014,108,M,B,28,T,QUEENS,MISD
2014,66,M,B,48,H,BROOKLYN,BURG
2014,109,M,W,41,M,QUEENS,ROBBERY
2014,73,M,B,25,M,BROOKLYN,RAPE
2014,24,M,B,51,M,MANHATTAN,C/T
2014,32,M,B,17,T,MANHATTAN,FELONY
2014,32,M,B,17,M,MANHATTAN,FELONY
2014,102,M,Q,17,T,QUEENS,FEL
2014,102,M,Q,26,T,QUEENS,FEL
2014,102,M,Q,33,T,QUEENS,FEL
2014,102,M,Q,31,M,QUEENS,FEL
2014,79,F,B,18,M,BROOKLYN,CT
2014,79,M,B,17,T,BROOKLYN,CT
2014,79,F,B,16,T,BROOKLYN,CT
2014,102,M,Q,40,M,QUEENS,FEL
2014,102,M,Q,28,M,QUEENS,FEL
2014,102,M,Q,43,M,QUEENS,FEL
2014,18,M,B,45,H,MANHATTAN,MISD
2014,18,M,B,20,T,MANHATTAN,MISD
2014,49,M,Q,19,M,BRONX,FELONY
2014,66,M,B,16,T,BROOKLYN,FEL
2014,66,M,B,13,T,BROOKLYN,FEL
2014,66,M,B,24,H,BROOKLYN,FEL
2014,32,M,Q,24,M,MANHATTAN,FELONY
2014,106,M,A,42,M,QUEENS,FELONY
2014,79,M,Q,54,M,BROOKLYN,MISD
2014,113,M,A,46,M,QUEENS,FELONY
2014,102,F,P,38,M,QUEENS,FEL
2014,102,M,Q,22,T,QUEENS,FEL
2014,49,M,W,60,M,BRONX,MISD
2014,84,M,B,18,Z,BROOKLYN,CPW
2014,102,M,Q,67,M,QUEENS,FEL
2014,102,M,Q,56,M,QUEENS,FEL
2014,102,M,Q,22,M,QUEENS,FEL
2014,33,M,Q,33,H,MANHATTAN,FEL
2014,18,M,B,24,T,MANHATTAN,FEL
2014,18,M,B,23,H,MANHATTAN,FEL
2014,104,M,W,49,T,QUEENS,FELONY
2014,66,M,W,48,H,BROOKLYN,MISD
2014,106,M,Q,18,M,QUEENS,MISD
2014,106,M,W,18,T,QUEENS,MISD
2014,20,M,W,54,T,MANHATTAN,FELONY
2014,68,M,Q,25,M,BROOKLYN,FELONY
2014,48,M,B,33,T,BRONX,GLA
2014,48,M,Q,16,T,BRONX,CRIM MIS
2014,114,M,P,29,M,QUEENS,FEL
2014,41,F,Q,21,M,BRONX,CPM
2014,41,M,Q,22,M,BRONX,CPM
2014,90,F,B,16,M,BROOKLYN,FELONY
2014,43,F,Q,25,M,BRONX,MISD
2014,43,M,B,30,H,BRONX,MISD
2014,121,M,B,31,T,STATEN ISLAND,MISDEMEANOR
2014,121,M,B,21,T,STATEN ISLAND,MISDEMEANOR
2014,43,M,Q,21,M,BRONX,MISD
2014,43,M,Q,34,M,BRONX,MISD
2014,77,M,B,23,M,BROOKLYN,FEL
2014,122,F,W,19,T,STATEN ISLAND,ASS3
2014,122,M,Q,19,T,STATEN ISLAND,ASS 3
2014,122,M,Q,24,H,STATEN ISLAND,ASSAULT
2014,122,M,Q,18,M,STATEN ISLAND,ASS
2014,101,M,W,49,T,QUEENS,FELONY
2014,121,M,Q,16,M,STATEN ISLAND,FELONY
2014,121,M,B,29,M,STATEN ISLAND,MISDEMEANOR
2014,43,F,Q,34,H,BRONX,CT (MISD)
2014,24,M,P,31,M,MANHATTAN,CPW
2014,24,M,P,34,H,MANHATTAN,CPW
2014,43,M,Q,51,T,BRONX,CT (MISD)
2014,24,M,Q,33,M,MANHATTAN,CPW
2014,73,M,B,22,M,BROOKLYN,CPSP
2014,41,M,B,25,T,BRONX,CPW
2014,66,M,W,27,U,BROOKLYN,MISD
2014,81,F,P,18,M,BROOKLYN,MISD
2014,81,F,Q,19,M,BROOKLYN,MISD
2014,47,M,B,22,T,BRONX,CPW (MISD)
2014,14,M,W,28,M,MANHATTAN,MISD
2014,121,M,A,17,M,STATEN ISLAND,MISDEMEANOR
2014,121,M,Q,22,M,STATEN ISLAND,MISDEMEANOR
2014,120,M,B,21,M,STATEN ISLAND,CPW
2014,9,M,Q,47,M,MANHATTAN,MISD
2014,40,M,B,22,M,BRONX,MISD
2014,60,F,W,34,H,BROOKLYN,CRIMINAL TRESPASS
2014,43,F,B,20,M,BRONX,CT (MISD)
2014,69,M,B,27,M,BROOKLYN,FEL
2014,94,M,P,39,M,BROOKLYN,MISD
2014,84,M,B,37,M,BROOKLYN,CPSP
2014,50,M,P,21,H,BRONX,MISD
2014,50,M,Q,22,M,BRONX,MISD
2014,50,M,Q,22,M,BRONX,MISD
2014,69,M,B,32,M,BROOKLYN,FEL
2014,121,F,B,37,H,STATEN ISLAND,FELONY
2014,42,M,Q,19,T,BRONX,ROBBERY
2014,34,M,Q,45,H,MANHATTAN,FEL
2014,34,M,Q,34,M,MANHATTAN,FEL
2014,34,M,Q,34,M,MANHATTAN,FEL
2014,41,M,P,21,M,BRONX,CPW
2014,70,M,B,41,Z,BROOKLYN,MIS/CPW
2014,121,M,B,21,T,STATEN ISLAND,FELONY
2014,109,M,A,59,M,QUEENS,ASLT
2014,23,M,P,26,M,MANHATTAN,MISD
2014,106,M,A,28,T,QUEENS,FELONY
2014,106,M,A,28,T,QUEENS,FELONY
2014,105,M,B,49,M,QUEENS,FELONY
2014,41,M,Q,31,M,BRONX,CSCS
2014,41,Z,Z,35,M,BRONX,CSCS
2014,120,M,Q,16,M,STATEN ISLAND,CPW
2014,120,M,Q,21,M,STATEN ISLAND,ASSAULT 3
2014,120,M,B,17,H,STATEN ISLAND,CPW
2014,47,M,B,22,T,BRONX,MISD
2014,47,M,B,22,T,BRONX,MISD
2014,47,M,B,16,T,BRONX,MISD
2014,120,M,Q,19,T,STATEN ISLAND,FEL
2014,52,M,Q,26,T,BRONX,FELONY
2014,9,M,Q,18,H,MANHATTAN,CSCS (FELONY)
2014,120,M,B,23,H,STATEN ISLAND,FEL
2014,66,M,B,34,T,BROOKLYN,GLA
2014,105,M,B,24,M,QUEENS,FELONY
2014,14,M,B,26,T,MANHATTAN,MISD
2014,14,M,B,20,T,MANHATTAN,MISD
2014,14,M,B,21,T,MANHATTAN,MISD
2014,104,M,Q,20,M,QUEENS,FELONY
2014,120,M,Q,23,T,STATEN ISLAND,CPW
2014,19,M,P,30,M,MANHATTAN,MISD
2014,102,M,A,48,M,QUEENS,CPW
2014,102,M,Q,25,T,QUEENS,CPW
2014,105,M,B,28,M,QUEENS,FELONY
2014,20,M,B,19,H,MANHATTAN,FELONY
2014,61,M,B,40,T,BROOKLYN,FEL
